mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
1462_1	authored		中轴线	中軸線	宫殿沿着中轴线排列。	宮殿沿著中軸線排列。	
1463_1	tatoeba	334228	年轻	年輕	我爸爸年轻的时候一定很英俊。	我爸爸年輕的時候一定很英俊。	我爸爸年轻的时候一定很英俊。
1464_1	tatoeba	704189	鸦片	鴉片	宗教是人民的鸦片。	宗教是人民的鴉片。	宗教是人民的鸦片。
1468_1	tatoeba	462003	战争	戰爭	我从来没有相信过战争是好的。	我從來沒有相信過戰爭是好的。	我从来没有相信过战争是好的。
1469_1	tatoeba	334900	一点	一點	这个犯罪和我一点关系都没有。	這個犯罪和我一點關係都沒有。	这个犯罪和我一点关系都没有。
1471_1	tatoeba	3709297	临时	臨時	事先打个招呼，别叫我临时抓瞎。	事先打個招呼，別叫我臨時抓瞎。	事先打个招呼，别叫我临时抓瞎。
1472_1	authored		概览	概覽	报告开头提供了项目概览。	報告開頭提供了專案概覽。	
1473_1	tatoeba	881759	竖起	竪起	我竖起了耳朵听。	我竪起了耳朵聽。	我豎起了耳朵聽。
1476_1	tatoeba	782245	尝试	嘗試	如果你尝试的话，你会成功的。	如果你嘗試的話，你會成功的。	如果你尝试的话，你会成功的。
1484_1	tatoeba	13950557	哑巴	啞巴	王强像个哑巴一样坐在那，一句话也不说。	王強像個啞巴一樣坐在那，一句話也不說。	王强像个哑巴一样坐在那，一句话也不说。
1485_1	tatoeba	791512	明显	明顯	我妹妹的英语有了明显的进步。	我妹妹的英語有了明顯的進步。	我妹妹的英语有了明显的进步。
1495_1	tatoeba	1970428	贵族	貴族	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。	汉宣帝时，匈奴贵族争夺权力。
1498_1	authored		虾子	蝦子	市场上出售新鲜虾子。	市場上出售新鮮蝦子。	
1499_1	tatoeba	1167166	蚂蚁	螞蟻	有一排蚂蚁在厨房里进进出出。	有一排螞蟻在廚房裡進進出出。	有一排蚂蚁在厨房里进进出出。
1501_1	tatoeba	1167166	蚂蚁	螞蟻	有一排蚂蚁在厨房里进进出出。	有一排螞蟻在廚房裡進進出出。	有一排蚂蚁在厨房里进进出出。
1502_1	tatoeba	420712	虽然	雖然	虽然时髦一点，但是价钱太大！	雖然時髦一點，但是價錢太大！	虽然时髦一点，但是价钱太大！
1505_1	tatoeba	419956	骂人	駡人	你为什么要骂人家？	你為什麼要駡人家？	你为什么要骂人家？
1506_1	tatoeba	13539910	勋章	勛章	这名士兵被授予紫心勋章。	這名士兵被授予紫心勛章。	這名士兵被授予紫心勳章。
1507_1	tatoeba	353608	喧哗	喧嘩	请安静，在剧院中禁止喧哗。	請安靜，在劇院中禁止喧嘩。	请安静，在剧院中禁止喧哗。
1509_1	tatoeba	1577372	影响	影響	车辆增多会影响到城市的环境。	車輛增多會影響到城市的環境。	车辆增多会影响到城市的环境。
1516_1	authored		啊哟	啊喲	啊哟，我把钥匙忘在家里了！	啊喲，我把鑰匙忘在家裡了！	
1518_1	authored		三峡	三峽	长江三峡景色壮丽。	長江三峽景色壯麗。	
1519_1	tatoeba	351043	处罚	處罰	你一错再错，当然会被处罚。	你一錯再錯，當然會被處罰。	你一錯再錯，當然會被處罰。
1520_1	authored		贱人	賤人	他愤怒地骂对方是贱人。	他憤怒地罵對方是賤人。	
1521_1	authored		津贴	津貼	公司每月发放交通津贴。	公司每月發放交通津貼。	
1522_1	authored		贻误	貽誤	拖延可能贻误最佳治疗时机。	拖延可能貽誤最佳治療時機。	
1525_1	authored		钙质	鈣質	牛奶含有丰富的钙质。	牛奶含有豐富的鈣質。	
1526_1	tatoeba	1661530	迟钝	遲鈍	大雄是只迟钝龟。	大雄是隻遲鈍龜。	大雄是隻遲鈍龜。
1527_1	tatoeba	8935386	钞票	鈔票	我经常用信用卡，而不是钞票。	我經常用信用卡，而不是鈔票。	我经常用信用卡，而不是钞票。
1528_1	authored		钟祥市	鍾祥市	钟祥市位于湖北省中部。	鍾祥市位於湖北省中部。	
1528_2	tatoeba	345943	分钟	分鐘	走了几分钟后，我们到了公园。	走了幾分鐘後，我們到了公園。	走了几分钟后，我们到了公园。
1529_1	tatoeba	4844805	钢铁	鋼鐵	那里有许多雏菊围绕着钢铁大厦。	那裡有許多雛菊圍繞著鋼鐵大廈。	那里有许多雏菊围绕着钢铁大厦。
1530_1	authored		氢氧化钠	氫氧化鈉	氢氧化钠具有强腐蚀性。	氫氧化鈉具有強腐蝕性。	
1531_1	tatoeba	678960	钥匙	鑰匙	我不记得我把钥匙放在哪儿了。	我不記得我把鑰匙放在哪兒了。	我不记得我把钥匙放在哪儿了。
1532_1	authored		钦差	欽差	朝廷派钦差前往当地调查。	朝廷派欽差前往當地調查。	
1533_1	authored		千钧一发	千鈞一髮	消防员在千钧一发之际救出了孩子。	消防員在千鈞一髮之際救出了孩子。	
1534_1	authored		铁钩	鐵鈎	渔夫用铁钩拉起渔网。	漁夫用鐵鈎拉起漁網。	
1535_1	tatoeba	1335406	按钮	按鈕	你要做的就是按这个按钮拍照。	你要做的就是按這個按鈕拍照。	你要做的就是按这个按钮拍照。
1541_1	authored		毛毡	毛氈	工匠把羊毛压成毛毡。	工匠把羊毛壓成毛氈。	
1542_1	authored		氢气	氫氣	氢气是一种很轻的气体。	氫氣是一種很輕的氣體。	
1545_1	tatoeba	774709	选举	選舉	民主主义是多数选举的独裁。	民主主義是多數選舉的獨裁。	民主主义是多数选举的独裁。
1546_1	tatoeba	334396	适应	適應	我们的眼睛需要时间来适应黑暗。	我們的眼睛需要時間來適應黑暗。	我们的眼睛需要时间来适应黑暗。
1549_0	authored		种师道	种師道	种师道是北宋末年的将领。	种師道是北宋末年的將領。	
1549_1	tatoeba	332596	这种	這種	这种秘密总有一天会被揭露的。	這種秘密總有一天會被揭露的。	这种秘密总有一天会被揭露的。
1550_0	authored		春秋	春秋	春秋时期出现了许多思想家。	春秋時期出現了許多思想家。	
1550_1	authored		秋千	鞦韆	孩子们在院子里荡秋千。	孩子們在院子裡蕩鞦韆。	
1553_1	tatoeba	375389	恢复	恢復	暴风雨后，大海恢复了平静。	暴風雨後，大海恢復了平靜。	暴风雨后，大海恢复了平静。
1553_2	tatoeba	2367543	复杂	複雜	事情总比我们想的要复杂得多。	事情總比我們想的要複雜得多。	事情总比我们想的要复杂得多。
1557_1	authored		咱俩	咱倆	咱俩坐下来慢慢谈。	咱倆坐下來慢慢談。	
1558_1	tatoeba	332651	贷款	貸款	银行对风险客户收取较高的贷款利息。	銀行對風險客戶收取較高的貸款利息。	银行对风险客户收取较高的贷款利息。
1559_1	tatoeba	362628	顺利	順利	他好像做甚么事也顺顺利利的。	他好像做甚麼事也順順利利的。	他好像做甚麼事也順順利利的。
1567_1	authored		俭朴	儉朴	他始终保持俭朴的生活作风。	他始終保持儉朴的生活作風。	
1585_1	tatoeba	332952	必须	必須	这个月底前，我们必须交报告。	這個月底前，我們必須交報告。	这个月底前，我们必须交报告。
1585_2	tatoeba	828676	胡须	鬍鬚	光有胡须不能造就一位哲学家。	光有鬍鬚不能造就一位哲學家。	光有鬍鬚不能造就一位哲學家。
1587_1	tatoeba	11545754	剑法	劍法	三千六百个剑法，你却学贱。	三千六百個劍法，你卻學賤。	三千六百个剑法，你却学贱。
1592_1	authored		朦胧	朦朧	远处的山影显得十分朦胧。	遠處的山影顯得十分朦朧。	
1593_1	tatoeba	335317	大胆	大膽	我对你的大胆感到很惊讶。	我對你的大膽感到很驚訝。	我对你的大胆感到很惊讶。
1594_1	tatoeba	9842643	胜利	勝利	脱贫攻坚工作取得决定性胜利。	脫貧攻堅工作取得決定性勝利。	脱贫攻坚工作取得决定性胜利。
1600_1	tatoeba	3625821	狭窄	狹窄	他在一条狭窄的道路上走。	他在一條狹窄的道路上走。	他在一条狭窄的道路上走。
1601_1	tatoeba	335493	狮子	獅子	狮子为了得到食物相互争斗。	獅子為了得到食物相互爭鬥。	狮子为了得到食物相互争斗。
1602_1	tatoeba	2448765	独立	獨立	他生活独立，不依靠他的父母。	他生活獨立，不依靠他的父母。	他生活独立，不依靠他的父母。
1605_1	tatoeba	842236	监狱	監獄	酒醉者醒来时处于监狱里了。	酒醉者醒來時處於監獄裡了。	酒醉者醒来时处于监狱里了。
1607_1	tatoeba	512435	贸易	貿易	日本和好几个海外国家做贸易。	日本和好幾個海外國家做貿易。	日本和好几个海外国家做贸易。
1610_1	tatoeba	13511765	诱饵	誘餌	用这个当诱饵啊？	用這個當誘餌啊？	用這個當誘餌啊？
1611_1	authored		富饶	富饒	这片土地富饶而美丽。	這片土地富饒而美麗。	
1612_1	authored		侵蚀	侵蝕	海浪不断侵蚀岸边的岩石。	海浪不斷侵蝕岸邊的岩石。	
1613_1	tatoeba	756987	饺子	餃子	饺子是年夜饭桌上必不可少的。	餃子是年夜飯桌上必不可少的。	饺子是年夜饭桌上必不可少的。
1614_1	authored		烧饼	燒餅	我在路边买了两个烧饼。	我在路邊買了兩個燒餅。	
1615_1	authored		山峦	山巒	层层山峦消失在云雾中。	層層山巒消失在雲霧中。	
1616_1	tatoeba	5685867	弯曲	彎曲	爱因斯坦预测太阳的引力会弯曲光线。	愛因斯坦預測太陽的引力會彎曲光線。	爱因斯坦预测太阳的引力会弯曲光线。
1617_1	tatoeba	711089	将军	將軍	将军下令杀死了所有的战俘。	將軍下令殺死了所有的戰俘。	将军下令杀死了所有的战俘。
1618_1	tatoeba	1883541	奖励	奬勵	他被奖励了一块金表。	他被奬勵了一塊金錶。	他被奖励了一块金表。
1625_1	authored		痔疮	痔瘡	久坐可能增加患痔疮的风险。	久坐可能增加患痔瘡的風險。	
1626_1	tatoeba	719067	疯狂	瘋狂	无色的绿色的观念疯狂地睡觉。	無色的綠色的觀念瘋狂地睡覺。	无色的绿色的观念疯狂地睡觉。
1631_1	tatoeba	346834	父亲	父親	在他父亲死后，他接管了公司。	在他父親死後，他接管了公司。	在他父亲死后，他接管了公司。
1635_1	tatoeba	11241247	闺女	閨女	好久没见到我家闺女了。	好久沒見到我家閨女了。	好久没见到我家闺女了。
1636_1	tatoeba	11837197	新闻	新聞	报纸上有很多有趣的新闻和故事。	報紙上有很多有趣的新聞和故事。	报纸上有很多有趣的新闻和故事。
1637_1	authored		闽江	閩江	闽江流经福建省。	閩江流經福建省。	
1638_1	authored		军阀	軍閥	军阀混战给百姓带来灾难。	軍閥混戰給百姓帶來災難。	
1639_1	tatoeba	6142255	内阁	內閣	行政权与立法权融合于内阁，施政有效率。	行政權與立法權融合於內閣，施政有效率。	行政權與立法權融合於內閣，施政有效率。
1641_1	tatoeba	13893752	培养	培養	平静的海面培养不出优秀的水手。	平靜的海面培養不出優秀的水手。	平静的海面培养不出优秀的水手。
1643_0	authored		姜太公	姜太公	姜太公是中国传说中的人物。	姜太公是中國傳說中的人物。	
1643_1	authored		生姜	生薑	汤里放了一片生姜。	湯裡放了一片生薑。	
1646_1	tatoeba	333857	人类	人類	那是人类第一次在月球上行走。	那是人類第一次在月球上行走。	那是人类第一次在月球上行走。
1649_1	authored		娄底	婁底	娄底位于湖南省中部。	婁底位於湖南省中部。	
1654_1	tatoeba	830358	总理	總理	总理的发言估计激怒了在野党。	總理的發言估計激怒了在野黨。	總理的發言估計激怒了在野黨。
1655_1	authored		修炼	修煉	他每天清晨在山中修炼。	他每天清晨在山中修煉。	
1657_1	tatoeba	343925	闪烁	閃爍	她的眼睛闪烁着喜悦的光芒。	她的眼睛閃爍著喜悅的光芒。	她的眼睛闪烁着喜悦的光芒。
1660_1	tatoeba	1112842	灿烂	燦爛	这个世界是灿烂的吗？	這個世界是燦爛的嗎？	這個世界是燦爛的嗎？
1662_1	authored		洼地	窪地	雨水汇集在低洼地带。	雨水彙集在低窪地帶。	
1663_1	tatoeba	420688	清洁	清潔	一个长长个湖泊里，水多么清洁！	一個長長個湖泊裡，水多麼清潔！	一个长长个湖泊里，水多么清洁！
1665_1	tatoeba	501317	潇洒	瀟灑	我不想变得悲惨，我想要潇洒!!	我不想變得悲慘，我想要瀟灑!!	我不想变得悲惨，我想要潇洒!!
1667_1	authored		浇注	澆注	工人把混凝土浇注进模具。	工人把混凝土澆注進模具。	
1668_1	authored		浑浊	渾濁	大雨过后，河水变得浑浊。	大雨過後，河水變得渾濁。	
1670_1	tatoeba	10160409	测量	測量	我们测量了这条河的深度。	我們測量了這條河的深度。	我们测量了这条河的深度。
1677_1	tatoeba	948006	浏览	瀏覽	你最喜欢哪一个网络浏览器？	你最喜歡哪一個網路瀏覽器？	你最喜欢哪一个网络浏览器？
1678_1	tatoeba	805170	经济	經濟	金融危机打击了所有经济行业。	金融危機打擊了所有經濟行業。	金融危机打击了所有经济行业。
1681_1	tatoeba	410562	浑身	渾身	那个学生被老师盯著看，觉得浑身不自在。	那個學生被老師盯著看，覺得渾身不自在。	那個學生被老師盯著看，覺得渾身不自在。
1682_1	tatoeba	421242	浓厚	濃厚	“卖相”、“讲斤头”、“勿是生意经”、“耳朵打八折”等，都有浓厚的商业气息。	“賣相”、“講斤頭”、“勿是生意經”、“耳朵打八折”等，都有濃厚的商業氣息。	“卖相”、“讲斤头”、“勿是生意经”、“耳朵打八折”等，都有浓厚的商业气息。
1691_1	tatoeba	848252	烦恼	煩惱	慈悲没有敌人，智慧不起烦恼。	慈悲沒有敵人，智慧不起煩惱。	慈悲沒有敵人，智慧不起煩惱。
1693_1	tatoeba	334993	举行	舉行	每隔四年，奥运会举行一次。	每隔四年，奧運會舉行一次。	每隔四年，奥运会举行一次。
1694_1	tatoeba	332465	觉得	覺得	我觉得这个网站的构思非常好。	我覺得這個網站的構思非常好。	我觉得这个网站的构思非常好。
1699_1	tatoeba	397099	宪法	憲法	平等是由宪法保障的。	平等是由憲法保障的。	平等是由宪法保障的。
1702_1	tatoeba	333311	盗窃	盜竊	我们走开的时候，房子被盗窃了。	我們走開的時候，房子被盜竊了。	我们走开的时候，房子被盗窃了。
1704_1	tatoeba	10481692	告诫	告誡	汤姆不懂告诫和威胁的区别。	湯姆不懂告誡和威脅的區別。	湯姆不懂告誡和威脅的區別。
1706_1	tatoeba	4759986	诬陷	誣陷	他被妻子诬陷了。	他被妻子誣陷了。	他被妻子诬陷了。
1707_1	tatoeba	333343	语言	語言	人们相信鲸有他们自己的语言。	人們相信鯨有他們自己的語言。	人们相信鲸有他们自己的语言。
1714_1	tatoeba	502845	错误	錯誤	所有意见是真相和错误的综合。	所有意見是真相和錯誤的綜合。	所有意见是真相和错误的综合。
1715_1	tatoeba	1561580	诱惑	誘惑	没有男人能够抵挡女人的诱惑。	沒有男人能夠抵擋女人的誘惑。	没有男人能够抵挡女人的诱惑。
1716_1	tatoeba	10023044	教诲	教誨	这个男孩不听取父亲的教诲。	這個男孩不聽取父親的教誨。	这个男孩不听取父亲的教诲。
1717_1	authored		那还用说	那還用説	那还用说，我当然愿意帮忙。	那還用説，我當然願意幫忙。	
1718_1	tatoeba	867947	背诵	背誦	他的女儿能背诵很多诗。	他的女兒能背誦很多詩。	他的女儿能背诵很多诗。
1719_1	authored		开垦	開墾	农民开始开垦山下的荒地。	農民開始開墾山下的荒地。	
1723_1	tatoeba	9989857	昼夜	晝夜	这段时间昼夜温差很大。	這段時間晝夜溫差很大。	这段时间昼夜温差很大。
1726_1	tatoeba	13942504	消费	消費	今天你们的消费都算我头上。	今天你們的消費都算我頭上。	今天你们的消费都算我头上。
1728_1	authored		约翰逊	約翰遜	约翰逊在记者会上回答了问题。	約翰遜在記者會上回答了問題。	
1731_1	authored		陨石	隕石	科学家在沙漠中发现了一块陨石。	科學家在沙漠中發現了一塊隕石。	
1733_1	tatoeba	375373	风险	風險	信用卡很有用，但也有风险。	信用卡很有用，但也有風險。	信用卡很有用，但也有风险。
1739_1	authored		娇嫩	嬌嫩	幼苗十分娇嫩，需要小心照料。	幼苗十分嬌嫩，需要小心照料。	
1744_1	tatoeba	809728	祝贺	祝賀	衷心祝贺你的生日，穆里尔！	衷心祝賀你的生日，穆里爾！	衷心祝賀你的生日，穆里爾！
1751_1	authored		堡垒	堡壘	士兵坚守山顶的堡垒。	士兵堅守山頂的堡壘。	
1752_1	tatoeba	6159421	捆绑	捆綁	他的双脚被交叉捆绑著。	他的雙腳被交叉捆綁著。	他的雙腳被交叉捆綁著。
1753_1	tatoeba	11841639	绒毛	絨毛	那个玩具绒毛摸起来很柔软，让人感到舒适。	那個玩具絨毛摸起來很柔軟，讓人感到舒適。	那個玩具絨毛摸起來很柔軟，讓人感到舒適。
1754_1	tatoeba	10367894	结构	結構	该小句认知结构中有几个认知核？	該小句認知結構中有幾個認知核？	该小句认知结构中有几个认知核？
1755_1	tatoeba	816820	围绕	圍繞	我被各国语言及文字的爱好者所围绕。	我被各國語言及文字的愛好者所圍繞。	我被各國語言及文字的愛好者所圍繞。
1756_1	tatoeba	463878	骄傲	驕傲	他很难掩饰对自己成功的骄傲。	他很難掩飾對自己成功的驕傲。	他很难掩饰对自己成功的骄傲。
1757_1	tatoeba	3035555	绘画	繪畫	汤姆从他的绘画本上撕下了一页。	湯姆從他的繪畫本上撕下了一頁。	汤姆从他的绘画本上撕下了一页。
1758_1	tatoeba	1185701	给予	給予	上帝有所给予，上帝有所索取。	上帝有所給予，上帝有所索取。	上帝有所给予，上帝有所索取。
1759_1	tatoeba	6017329	绚丽	絢麗	新剧院看上去很绚丽。	新劇院看上去很絢麗。	新劇院看上去很絢麗。
1760_1	tatoeba	512804	骆驼	駱駝	骆驼，这么说吧，也就是沙漠中的船。	駱駝，這麼說吧，也就是沙漠中的船。	骆驼，这么说吧，也就是沙漠中的船。
1761_1	tatoeba	13976082	网络	網絡	他通过开直播来结交网络朋友。	他透過開直播來結交網絡朋友。	他通过开直播来结交网络朋友。
1762_1	tatoeba	799269	绝对	絶對	生活中绝对没有什么是持久的。	生活中絶對沒有什麼是持久的。	生活中绝对没有什么是持久的。
1763_1	authored		绞盘	絞盤	水手转动绞盘收起缆绳。	水手轉動絞盤收起纜繩。	
1764_1	authored		骇然	駭然	众人听到这个消息都骇然失色。	眾人聽到這個訊息都駭然失色。	
1765_1	tatoeba	2482668	系统	系統	这个系统究竟发生了什么故障？	這個系統究竟發生了什麼故障？	这个系统究竟发生了什么故障？
1770_1	tatoeba	10265813	鲜艳	鮮艷	那些快乐的日子里充满了鲜艳的色彩。	那些快樂的日子裡充滿了鮮艷的色彩。	那些快乐的日子里充满了鲜艳的色彩。
1777_1	authored		蚕豆	蠶豆	晚餐有一盘炒蚕豆。	晚餐有一盤炒蠶豆。	
1778_1	tatoeba	1565683	顽强	頑強	尽管受到暴君的迫害，英雄还顽强地斗争。	儘管受到暴君的迫害，英雄還頑強地鬥爭。	尽管受到暴君的迫害，英雄还顽强地斗争。
1779_1	authored		灯盏	燈盞	桌上点着一盏小灯盏。	桌上點著一盞小燈盞。	
1787_1	authored		记载	記載	史书详细记载了这场战役。	史書詳細記載了這場戰役。	
1788_1	tatoeba	1779299	赶快	趕快	赶快点，否则要错过公共汽车了。	趕快點，否則要錯過公共汽車了。	赶快点，否则要错过公共汽车了。
1790_1	tatoeba	6106192	食盐	食鹽	我爱你如同新鲜的肉爱食盐。	我愛你如同新鮮的肉愛食鹽。	我爱你如同新鲜的肉爱食盐。
1798_1	tatoeba	794022	损失	損失	他们的损失到达了一百万日圆。	他們的損失到達了一百萬日圓。	他們的損失到達了一百萬日圓。
1804_1	authored		捡拾	撿拾	志愿者在海滩捡拾垃圾。	志願者在海灘撿拾垃圾。	
1808_1	tatoeba	13832482	真挚	真摯	他的一句问候让我感受到了真挚的关怀。	他的一句問候讓我感受到了真摯的關懷。	他的一句問候讓我感受到了真摯的關懷。
1809_1	tatoeba	784989	热情	熱情	乔治对自己的新工作充满热情。	喬治對自己的新工作充滿熱情。	乔治对自己的新工作充满热情。
1811_1	authored		捣乱	搗亂	别在别人工作时故意捣乱。	別在別人工作時故意搗亂。	
1812_1	authored		酒壶	酒壺	他提着酒壶走进亭子。	他提著酒壺走進亭子。	
1819_1	authored		聂卫平	聶衛平	聂卫平是著名的围棋棋手。	聶衛平是著名的圍棋棋手。	
1822_1	authored		莱比锡	萊比錫	莱比锡位于德国东部。	萊比錫位於德國東部。	
1823_1	authored		莲子	蓮子	母亲用莲子煮了一锅甜汤。	母親用蓮子煮了一鍋甜湯。	
1827_1	tatoeba	788563	获得	獲得	我们从这座水库获得水和电力。	我們從這座水庫獲得水和電力。	我们从这座水库获得水和电力。
1827_2	tatoeba	13922057	收获	收穫	丰收节：收获团结，欢庆和谐。	豐收節：收穫團結，歡慶和諧。	丰收节：收获团结，欢庆和谐。
1829_1	tatoeba	381119	恶劣	惡劣	由于天气恶劣，飞机延误了。	由於天氣惡劣，飛機延誤了。	由于天气恶劣，飞机延误了。
1829_2	tatoeba	420950	恶心	噁心	有点恶心，但是吐不出来。	有點噁心，但是吐不出來。	有点恶心，但是吐不出来。
1830_1	tatoeba	13532734	晶莹	晶瑩	皮蛋切开后晶莹剔透，散发著独特的香气。	皮蛋切開後晶瑩剔透，散發著獨特的香氣。	皮蛋切開後晶瑩剔透，散發著獨特的香氣。
1831_1	authored		黄莺	黃鶯	黄莺在枝头婉转歌唱。	黃鶯在枝頭婉轉歌唱。	
1838_1	tatoeba	10752790	档案	檔案	我给自己的邮件做了一份档案。	我給自己的郵件做了一份檔案。	我给自己的邮件做了一份档案。
1841_1	authored		大桥	大橋	一座大桥横跨江面。	一座大橋橫跨江面。	
1842_1	tatoeba	10752795	桦树	樺樹	桦树有白树皮。	樺樹有白樹皮。	桦树有白树皮。
1846_1	authored		木桩	木樁	工人把木桩打入河床。	工人把木樁打入河床。	
1849_1	tatoeba	1064561	这样	這樣	这样之后我就有空和你聊天了。	這樣之後我就有空和你聊天了。	这样之后我就有空和你聊天了。
1856_1	authored		商贾	商賈	古代商贾沿着丝绸之路往来。	古代商賈沿著絲綢之路往來。	
1865_1	authored		砾石	礫石	小路上铺满了砾石。	小路上鋪滿了礫石。	
1866_1	tatoeba	4266656	基础	基礎	这位研究生有坚实的数学基础。	這位研究生有堅實的數學基礎。	这位研究生有坚实的数学基础。
1874_1	tatoeba	452634	照顾	照顧	爸爸死后，他就开始照顾妈妈。	爸爸死後，他就開始照顧媽媽。	爸爸死后，他就开始照顾妈妈。
1875_1	authored		轿子	轎子	古时候，人们常乘轿子出行。	古時候，人們常乘轎子出行。	
1876_1	tatoeba	343736	比较	比較	所有学科中，我比较喜欢英语。	所有學科中，我比較喜歡英語。	所有学科中，我比较喜欢英语。
1877_1	tatoeba	13915698	顿时	頓時	我看到成绩后，顿时大吃一惊。	我看到成績後，頓時大吃一驚。	我看到成績後，頓時大吃一驚。
1878_1	authored		毙命	斃命	那名伤者最终因伤毙命。	那名傷者最終因傷斃命。	
1879_0	tatoeba	816518	导致	導致	在光滑的路上开车会导致车祸。	在光滑的路上開車會導致車禍。	在光滑的路上开车会导致车祸。
1879_1	tatoeba	1426551	细致	細緻	这两张图片之间有细致的差异。	這兩張圖片之間有細緻的差異。	这两张图片之间有细致的差异。
1882_1	tatoeba	334709	考虑	考慮	你不能指望我一切都考虑周到！	你不能指望我一切都考慮周到！	你不能指望我一切都考虑周到！
1883_1	authored		监督	監督	监理负责监督工程质量。	監理負責監督工程質量。	
1884_1	tatoeba	409455	紧张	緊張	飞机起飞的时候紧张很正常。	飛機起飛的時候緊張很正常。	飞机起飞的时候紧张很正常。
1885_0	authored		党项	党項	党项人曾建立西夏政权。	党項人曾建立西夏政權。	
1885_1	authored		国民党	國民黨	国民党在台湾拥有多个地方组织。	國民黨在臺灣擁有多個地方組織。	
1887_1	authored		晒太阳	曬太陽	小猫趴在窗边晒太阳。	小貓趴在窗邊曬太陽。	
1889_1	tatoeba	10324243	晓得	曉得	他晓得你做了什么吗？	他曉得你做了什麼嗎？	他曉得你做了什麼嗎？
1891_1	tatoeba	13528150	唠叨	嘮叨	俺家那口子又在屋里唠叨呢。	俺家那口子又在屋裡嘮叨呢。	俺家那口子又在屋裡嘮叨呢。
1892_1	tatoeba	11509590	鸭子	鴨子	我是一只鸭子。我说英语。	我是一隻鴨子。我說英語。	我是一只鸭子。我说英语。
1897_1	tatoeba	784821	头晕	頭暈	我一站起来就觉得头晕。	我一站起來就覺得頭暈。	我一站起来就觉得头晕。
1910_1	authored		鸳鸯	鴛鴦	池塘里游着一对鸳鸯。	池塘裡遊著一對鴛鴦。	
1918_1	tatoeba	7012165	罢了	罷了	你还以为我作罢了，不是吗？	你還以為我作罷了，不是嗎？	你还以为我作罢了，不是吗？
1922_1	tatoeba	13970682	圆形	圓形	画一个圆形。	畫一個圓形。	画一个圆形。
1924_1	authored		卖国贼	賣國賊	小说中的卖国贼最终受到了惩罚。	小說中的賣國賊最終受到了懲罰。	
1925_1	tatoeba	431520	贿赂	賄賂	市长否认收受了贿赂。	市長否認收受了賄賂。	市长否认收受了贿赂。
1926_1	tatoeba	431520	贿赂	賄賂	市长否认收受了贿赂。	市長否認收受了賄賂。	市长否认收受了贿赂。
1927_1	authored		分赃	分贜	几名罪犯因分赃不均而争吵。	幾名罪犯因分贜不均而爭吵。	
1928_1	tatoeba	353873	金钱	金錢	金钱可以买一切的想法是错误的。	金錢可以買一切的想法是錯誤的。	金钱可以买一切的想法是错误的。
1929_1	authored		钳制	鉗制	严格的规定钳制了市场活力。	嚴格的規定鉗制了市場活力。	
1930_1	authored		钻进	鑽進	小狗钻进桌子下面躲雨。	小狗鑽進桌子下面躲雨。	
1932_1	tatoeba	1314226	铁路	鐵路	他在一次铁路事故中受了伤。	他在一次鐵路事故中受了傷。	他在一次铁路事故中受了伤。
1933_1	tatoeba	8588265	马铃薯	馬鈴薯	马铃薯是土豆，西红柿是番茄。	馬鈴薯是土豆，西紅柿是番茄。	马铃薯是土豆，西红柿是番茄。
1934_1	tatoeba	808253	铅笔	鉛筆	如果你需要铅笔，我借你一支。	如果你需要鉛筆，我借你一支。	如果你需要铅笔，我借你一支。
1939_1	tatoeba	812366	牺牲	犧牲	为了救许多人牺牲一个人是否道德？	為了救許多人犧牲一個人是否道德？	为了救许多人牺牲一个人是否道德？
1942_1	tatoeba	1781986	敌人	敵人	在我们的周围没有敌人的迹象。	在我們的周圍沒有敵人的跡象。	在我们的周围没有敌人的迹象。
1945_1	tatoeba	420368	面积	面積	这片小区的绿地面积有多少？	這片小區的綠地面積有多少？	这片小区的绿地面积有多少？
1948_1	tatoeba	1567745	称为	稱為	幼儿园老师有时被称为孩子王。	幼兒園老師有時被稱為孩子王。	幼儿园老师有时被称为孩子王。
1951_1	authored		笔架	筆架	毛笔搁在木制笔架上。	毛筆擱在木製筆架上。	
1954_1	tatoeba	3659905	债务	債務	那家工厂的境况不太好，背了很多债务。	那家工廠的境況不太好，背了很多債務。	那家工厂的境况不太好，背了很多债务。
1955_0	tatoeba	2085116	凭借	憑借	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑借自己巨大的翅膀能飛得很快。	那只鸟凭借自己巨大的翅膀能飞得很快。
1955_1	tatoeba	2085116	凭借	憑藉	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑藉自己巨大的翅膀能飛得很快。	那只鸟凭借自己巨大的翅膀能飞得很快。
1959_1	tatoeba	9495360	倾向	傾向	汤姆公开自己的同性恋倾向。	湯姆公開自己的同性戀傾向。	汤姆公开自己的同性恋倾向。
1965_1	tatoeba	13527727	租赁	租賃	这家汽车租赁公司提供了优质的客服业务。	這家汽車租賃公司提供了優質的客服業務。	這家汽車租賃公司提供了優質的客服業務。
1978_1	authored		舰队	艦隊	舰队驶离港口前往远海。	艦隊駛離港口前往遠海。	
1979_1	authored		船舱	船艙	乘客回到船舱休息。	乘客回到船艙休息。	
