official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
1443	1	咸	1443_1	鹹	false	咸蛋	鹹蛋	authored-example	project-authored	早餐配白粥和咸蛋。	早餐配白粥和鹹蛋。		lexical-context
1447	1	砖	1447_1	磚	false	砖头	磚頭	corpus-example	tatoeba:13753072	一阵寒意像砖头一样击中了我。	一陣寒意像磚頭一樣擊中了我。		lexical-context
1453	1	砚	1453_1	硯	false	笔砚	筆硯	authored-example	project-authored	书桌上摆着笔砚。	書桌上擺著筆硯。		lexical-context
1455	1	面	1455_0	面	true	方面	方面	corpus-example	tatoeba:335402	我发现了他在化学方面的天赋。	我發現了他在化學方面的天賦。		lexical-context
1455	1	面	1455_1	麵	false	面条	麵條	corpus-example	tatoeba:13983727	这些长得像面条一样的文字是什么？	這些長得像麵條一樣的文字是什麼？		lexical-context
1458	1	牵	1458_1	牽	false	牵引	牽引	authored-example	project-authored	机车负责牵引后面的车厢。	機車負責牽引後面的車廂。		lexical-context
1459	1	鸥	1459_1	鷗	false	海鸥	海鷗	corpus-example	tatoeba:13155919	海鸦与海鸥栖息在同一地区。	海鴉與海鷗棲息在同一地區。		lexical-context
1460	1	残	1460_1	殘	false	残酷	殘酷	corpus-example	tatoeba:2054116	我不忍目睹这种残酷的行径。	我不忍目睹這種殘酷的行徑。		lexical-context
1462	1	轴	1462_1	軸	false	中轴线	中軸線	authored-example	project-authored	宫殿沿着中轴线排列。	宮殿沿著中軸線排列。		lexical-context
1463	1	轻	1463_1	輕	false	年轻	年輕	corpus-example	tatoeba:334228	我爸爸年轻的时候一定很英俊。	我爸爸年輕的時候一定很英俊。		lexical-context
1464	1	鸦	1464_1	鴉	false	鸦片	鴉片	corpus-example	tatoeba:704189	宗教是人民的鸦片。	宗教是人民的鴉片。		lexical-context
1468	1	战	1468_1	戰	false	战争	戰爭	corpus-example	tatoeba:462003	我从来没有相信过战争是好的。	我從來沒有相信過戰爭是好的。		lexical-context
1469	1	点	1469_1	點	false	一点	一點	corpus-example	tatoeba:334900	这个犯罪和我一点关系都没有。	這個犯罪和我一點關係都沒有。		lexical-context
1471	1	临	1471_1	臨	false	临时	臨時	corpus-example	tatoeba:3709297	事先打个招呼，别叫我临时抓瞎。	事先打個招呼，別叫我臨時抓瞎。		lexical-context
1472	1	览	1472_1	覽	false	概览	概覽	authored-example	project-authored	报告开头提供了项目概览。	報告開頭提供了專案概覽。		lexical-context
1473	1	竖	1473_1	竪	false	竖起	竪起	corpus-example	tatoeba:881759	我竖起了耳朵听。	我竪起了耳朵聽。		lexical-context
1476	1	尝	1476_1	嘗	false	尝试	嘗試	corpus-example	tatoeba:782245	如果你尝试的话，你会成功的。	如果你嘗試的話，你會成功的。		lexical-context
1484	1	哑	1484_1	啞	false	哑巴	啞巴	corpus-example	tatoeba:13950557	王强像个哑巴一样坐在那，一句话也不说。	王強像個啞巴一樣坐在那，一句話也不說。		lexical-context
1485	1	显	1485_1	顯	false	明显	明顯	corpus-example	tatoeba:791512	我妹妹的英语有了明显的进步。	我妹妹的英語有了明顯的進步。		lexical-context
1495	1	贵	1495_1	貴	false	贵族	貴族	corpus-example	tatoeba:1970428	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。		lexical-context
1498	1	虾	1498_1	蝦	false	虾子	蝦子	authored-example	project-authored	市场上出售新鲜虾子。	市場上出售新鮮蝦子。		lexical-context
1499	1	蚁	1499_1	蟻	false	蚂蚁	螞蟻	corpus-example	tatoeba:1167166	有一排蚂蚁在厨房里进进出出。	有一排螞蟻在廚房裡進進出出。		lexical-context
1501	1	蚂	1501_1	螞	false	蚂蚁	螞蟻	corpus-example	tatoeba:1167166	有一排蚂蚁在厨房里进进出出。	有一排螞蟻在廚房裡進進出出。		lexical-context
1502	1	虽	1502_1	雖	false	虽然	雖然	corpus-example	tatoeba:420712	虽然时髦一点，但是价钱太大！	雖然時髦一點，但是價錢太大！		lexical-context
1505	1	骂	1505_1	駡	false	骂人	駡人	corpus-example	tatoeba:419956	你为什么要骂人家？	你為什麼要駡人家？		lexical-context
1506	1	勋	1506_1	勛	false	勋章	勛章	corpus-example	tatoeba:13539910	这名士兵被授予紫心勋章。	這名士兵被授予紫心勛章。		lexical-context
1507	1	哗	1507_1	嘩	false	喧哗	喧嘩	corpus-example	tatoeba:353608	请安静，在剧院中禁止喧哗。	請安靜，在劇院中禁止喧嘩。		lexical-context
1509	1	响	1509_1	響	false	影响	影響	corpus-example	tatoeba:1577372	车辆增多会影响到城市的环境。	車輛增多會影響到城市的環境。		lexical-context
1516	1	哟	1516_1	喲	false	啊哟	啊喲	authored-example	project-authored	啊哟，我把钥匙忘在家里了！	啊喲，我把鑰匙忘在家裡了！		lexical-context
1518	1	峡	1518_1	峽	false	三峡	三峽	authored-example	project-authored	长江三峡景色壮丽。	長江三峽景色壯麗。		lexical-context
1519	1	罚	1519_1	罰	false	处罚	處罰	corpus-example	tatoeba:351043	你一错再错，当然会被处罚。	你一錯再錯，當然會被處罰。		lexical-context
1520	1	贱	1520_1	賤	false	贱人	賤人	authored-example	project-authored	他愤怒地骂对方是贱人。	他憤怒地罵對方是賤人。		lexical-context
1521	1	贴	1521_1	貼	false	津贴	津貼	authored-example	project-authored	公司每月发放交通津贴。	公司每月發放交通津貼。		lexical-context
1522	1	贻	1522_1	貽	false	贻误	貽誤	authored-example	project-authored	拖延可能贻误最佳治疗时机。	拖延可能貽誤最佳治療時機。		lexical-context
1525	1	钙	1525_1	鈣	false	钙质	鈣質	authored-example	project-authored	牛奶含有丰富的钙质。	牛奶含有豐富的鈣質。		lexical-context
1526	1	钝	1526_1	鈍	false	迟钝	遲鈍	corpus-example	tatoeba:1661530	大雄是只迟钝龟。	大雄是隻遲鈍龜。		lexical-context
1527	1	钞	1527_1	鈔	false	钞票	鈔票	corpus-example	tatoeba:8935386	我经常用信用卡，而不是钞票。	我經常用信用卡，而不是鈔票。		lexical-context
1528	1	钟	1528_1	鍾	false	钟祥市	鍾祥市	authored-example	project-authored	钟祥市位于湖北省中部。	鍾祥市位於湖北省中部。		lexical-context
1528	1	钟	1528_2	鐘	false	分钟	分鐘	corpus-example	tatoeba:345943	走了几分钟后，我们到了公园。	走了幾分鐘後，我們到了公園。		lexical-context
1529	1	钢	1529_1	鋼	false	钢铁	鋼鐵	corpus-example	tatoeba:4844805	那里有许多雏菊围绕着钢铁大厦。	那裡有許多雛菊圍繞著鋼鐵大廈。		lexical-context
1530	1	钠	1530_1	鈉	false	氢氧化钠	氫氧化鈉	authored-example	project-authored	氢氧化钠具有强腐蚀性。	氫氧化鈉具有強腐蝕性。		lexical-context
1531	1	钥	1531_1	鑰	false	钥匙	鑰匙	corpus-example	tatoeba:678960	我不记得我把钥匙放在哪儿了。	我不記得我把鑰匙放在哪兒了。		lexical-context
1532	1	钦	1532_1	欽	false	钦差	欽差	authored-example	project-authored	朝廷派钦差前往当地调查。	朝廷派欽差前往當地調查。		lexical-context
1533	1	钧	1533_1	鈞	false	千钧一发	千鈞一髮	authored-example	project-authored	消防员在千钧一发之际救出了孩子。	消防員在千鈞一髮之際救出了孩子。		lexical-context
1534	1	钩	1534_1	鈎	false	铁钩	鐵鈎	authored-example	project-authored	渔夫用铁钩拉起渔网。	漁夫用鐵鈎拉起漁網。		lexical-context
1535	1	钮	1535_1	鈕	false	按钮	按鈕	corpus-example	tatoeba:1335406	你要做的就是按这个按钮拍照。	你要做的就是按這個按鈕拍照。		lexical-context
1541	1	毡	1541_1	氈	false	毛毡	毛氈	authored-example	project-authored	工匠把羊毛压成毛毡。	工匠把羊毛壓成毛氈。		lexical-context
1542	1	氢	1542_1	氫	false	氢气	氫氣	authored-example	project-authored	氢气是一种很轻的气体。	氫氣是一種很輕的氣體。		lexical-context
1545	1	选	1545_1	選	false	选举	選舉	corpus-example	tatoeba:774709	民主主义是多数选举的独裁。	民主主義是多數選舉的獨裁。		lexical-context
1546	1	适	1546_1	適	false	适应	適應	corpus-example	tatoeba:334396	我们的眼睛需要时间来适应黑暗。	我們的眼睛需要時間來適應黑暗。		lexical-context
1549	1	种	1549_0	种	true	种师道	种師道	authored-example	project-authored	种师道是北宋末年的将领。	种師道是北宋末年的將領。		lexical-context
1549	1	种	1549_1	種	false	这种	這種	corpus-example	tatoeba:332596	这种秘密总有一天会被揭露的。	這種秘密總有一天會被揭露的。		lexical-context
1550	1	秋	1550_0	秋	true	春秋	春秋	authored-example	project-authored	春秋时期出现了许多思想家。	春秋時期出現了許多思想家。		lexical-context
1550	1	秋	1550_1	鞦	false	秋千	鞦韆	authored-example	project-authored	孩子们在院子里荡秋千。	孩子們在院子裡蕩鞦韆。		lexical-context
1553	1	复	1553_1	復	false	恢复	恢復	corpus-example	tatoeba:375389	暴风雨后，大海恢复了平静。	暴風雨後，大海恢復了平靜。		lexical-context
1553	1	复	1553_2	複	false	复杂	複雜	corpus-example	tatoeba:2367543	事情总比我们想的要复杂得多。	事情總比我們想的要複雜得多。		lexical-context
1557	1	俩	1557_1	倆	false	咱俩	咱倆	authored-example	project-authored	咱俩坐下来慢慢谈。	咱倆坐下來慢慢談。		lexical-context
1558	1	贷	1558_1	貸	false	贷款	貸款	corpus-example	tatoeba:332651	银行对风险客户收取较高的贷款利息。	銀行對風險客戶收取較高的貸款利息。		lexical-context
1559	1	顺	1559_1	順	false	顺利	順利	corpus-example	tatoeba:362628	他好像做甚么事也顺顺利利的。	他好像做甚麼事也順順利利的。		lexical-context
1567	1	俭	1567_1	儉	false	俭朴	儉朴	authored-example	project-authored	他始终保持俭朴的生活作风。	他始終保持儉朴的生活作風。		lexical-context
1585	1	须	1585_1	須	false	必须	必須	corpus-example	tatoeba:332952	这个月底前，我们必须交报告。	這個月底前，我們必須交報告。		lexical-context
1585	1	须	1585_2	鬚	false	胡须	鬍鬚	corpus-example	tatoeba:828676	光有胡须不能造就一位哲学家。	光有鬍鬚不能造就一位哲學家。		lexical-context
1587	1	剑	1587_1	劍	false	剑法	劍法	corpus-example	tatoeba:11545754	三千六百个剑法，你却学贱。	三千六百個劍法，你卻學賤。		lexical-context
1592	1	胧	1592_1	朧	false	朦胧	朦朧	authored-example	project-authored	远处的山影显得十分朦胧。	遠處的山影顯得十分朦朧。		lexical-context
1593	1	胆	1593_1	膽	false	大胆	大膽	corpus-example	tatoeba:335317	我对你的大胆感到很惊讶。	我對你的大膽感到很驚訝。		lexical-context
1594	1	胜	1594_1	勝	false	胜利	勝利	corpus-example	tatoeba:9842643	脱贫攻坚工作取得决定性胜利。	脫貧攻堅工作取得決定性勝利。		lexical-context
1600	1	狭	1600_1	狹	false	狭窄	狹窄	corpus-example	tatoeba:3625821	他在一条狭窄的道路上走。	他在一條狹窄的道路上走。		lexical-context
1601	1	狮	1601_1	獅	false	狮子	獅子	corpus-example	tatoeba:335493	狮子为了得到食物相互争斗。	獅子為了得到食物相互爭鬥。		lexical-context
1602	1	独	1602_1	獨	false	独立	獨立	corpus-example	tatoeba:2448765	他生活独立，不依靠他的父母。	他生活獨立，不依靠他的父母。		lexical-context
1605	1	狱	1605_1	獄	false	监狱	監獄	corpus-example	tatoeba:842236	酒醉者醒来时处于监狱里了。	酒醉者醒來時處於監獄裡了。		lexical-context
1607	1	贸	1607_1	貿	false	贸易	貿易	corpus-example	tatoeba:512435	日本和好几个海外国家做贸易。	日本和好幾個海外國家做貿易。		lexical-context
1610	1	饵	1610_1	餌	false	诱饵	誘餌	corpus-example	tatoeba:13511765	用这个当诱饵啊？	用這個當誘餌啊？		lexical-context
1611	1	饶	1611_1	饒	false	富饶	富饒	authored-example	project-authored	这片土地富饶而美丽。	這片土地富饒而美麗。		lexical-context
1612	1	蚀	1612_1	蝕	false	侵蚀	侵蝕	authored-example	project-authored	海浪不断侵蚀岸边的岩石。	海浪不斷侵蝕岸邊的岩石。		lexical-context
1613	1	饺	1613_1	餃	false	饺子	餃子	corpus-example	tatoeba:756987	饺子是年夜饭桌上必不可少的。	餃子是年夜飯桌上必不可少的。		lexical-context
1614	1	饼	1614_1	餅	false	烧饼	燒餅	authored-example	project-authored	我在路边买了两个烧饼。	我在路邊買了兩個燒餅。		lexical-context
1615	1	峦	1615_1	巒	false	山峦	山巒	authored-example	project-authored	层层山峦消失在云雾中。	層層山巒消失在雲霧中。		lexical-context
1616	1	弯	1616_1	彎	false	弯曲	彎曲	corpus-example	tatoeba:5685867	爱因斯坦预测太阳的引力会弯曲光线。	愛因斯坦預測太陽的引力會彎曲光線。		lexical-context
1617	1	将	1617_1	將	false	将军	將軍	corpus-example	tatoeba:711089	将军下令杀死了所有的战俘。	將軍下令殺死了所有的戰俘。		lexical-context
1618	1	奖	1618_1	奬	false	奖励	奬勵	corpus-example	tatoeba:1883541	他被奖励了一块金表。	他被奬勵了一塊金錶。		lexical-context
1625	1	疮	1625_1	瘡	false	痔疮	痔瘡	authored-example	project-authored	久坐可能增加患痔疮的风险。	久坐可能增加患痔瘡的風險。		lexical-context
1626	1	疯	1626_1	瘋	false	疯狂	瘋狂	corpus-example	tatoeba:719067	无色的绿色的观念疯狂地睡觉。	無色的綠色的觀念瘋狂地睡覺。		lexical-context
1631	1	亲	1631_1	親	false	父亲	父親	corpus-example	tatoeba:346834	在他父亲死后，他接管了公司。	在他父親死後，他接管了公司。		lexical-context
1635	1	闺	1635_1	閨	false	闺女	閨女	corpus-example	tatoeba:11241247	好久没见到我家闺女了。	好久沒見到我家閨女了。		lexical-context
1636	1	闻	1636_1	聞	false	新闻	新聞	corpus-example	tatoeba:11837197	报纸上有很多有趣的新闻和故事。	報紙上有很多有趣的新聞和故事。		lexical-context
1637	1	闽	1637_1	閩	false	闽江	閩江	authored-example	project-authored	闽江流经福建省。	閩江流經福建省。		lexical-context
1638	1	阀	1638_1	閥	false	军阀	軍閥	authored-example	project-authored	军阀混战给百姓带来灾难。	軍閥混戰給百姓帶來災難。		lexical-context
1639	1	阁	1639_1	閣	false	内阁	內閣	corpus-example	tatoeba:6142255	行政权与立法权融合于内阁，施政有效率。	行政權與立法權融合於內閣，施政有效率。		lexical-context
1641	1	养	1641_1	養	false	培养	培養	corpus-example	tatoeba:13893752	平静的海面培养不出优秀的水手。	平靜的海面培養不出優秀的水手。		lexical-context
1643	1	姜	1643_0	姜	true	姜太公	姜太公	authored-example	project-authored	姜太公是中国传说中的人物。	姜太公是中國傳說中的人物。		lexical-context
1643	1	姜	1643_1	薑	false	生姜	生薑	authored-example	project-authored	汤里放了一片生姜。	湯裡放了一片生薑。		lexical-context
1646	1	类	1646_1	類	false	人类	人類	corpus-example	tatoeba:333857	那是人类第一次在月球上行走。	那是人類第一次在月球上行走。		lexical-context
1649	1	娄	1649_1	婁	false	娄底	婁底	authored-example	project-authored	娄底位于湖南省中部。	婁底位於湖南省中部。		lexical-context
1654	1	总	1654_1	總	false	总理	總理	corpus-example	tatoeba:830358	总理的发言估计激怒了在野党。	總理的發言估計激怒了在野黨。		lexical-context
1655	1	炼	1655_1	煉	false	修炼	修煉	authored-example	project-authored	他每天清晨在山中修炼。	他每天清晨在山中修煉。		lexical-context
1657	1	烁	1657_1	爍	false	闪烁	閃爍	corpus-example	tatoeba:343925	她的眼睛闪烁着喜悦的光芒。	她的眼睛閃爍著喜悅的光芒。		lexical-context
1660	1	烂	1660_1	爛	false	灿烂	燦爛	corpus-example	tatoeba:1112842	这个世界是灿烂的吗？	這個世界是燦爛的嗎？		lexical-context
1662	1	洼	1662_1	窪	false	洼地	窪地	authored-example	project-authored	雨水汇集在低洼地带。	雨水彙集在低窪地帶。		lexical-context
1663	1	洁	1663_1	潔	false	清洁	清潔	corpus-example	tatoeba:420688	一个长长个湖泊里，水多么清洁！	一個長長個湖泊裡，水多麼清潔！		lexical-context
1665	1	洒	1665_1	灑	false	潇洒	瀟灑	corpus-example	tatoeba:501317	我不想变得悲惨，我想要潇洒!!	我不想變得悲慘，我想要瀟灑!!		lexical-context
1667	1	浇	1667_1	澆	false	浇注	澆注	authored-example	project-authored	工人把混凝土浇注进模具。	工人把混凝土澆注進模具。		lexical-context
1668	1	浊	1668_1	濁	false	浑浊	渾濁	authored-example	project-authored	大雨过后，河水变得浑浊。	大雨過後，河水變得渾濁。		lexical-context
1670	1	测	1670_1	測	false	测量	測量	corpus-example	tatoeba:10160409	我们测量了这条河的深度。	我們測量了這條河的深度。		lexical-context
1677	1	浏	1677_1	瀏	false	浏览	瀏覽	corpus-example	tatoeba:948006	你最喜欢哪一个网络浏览器？	你最喜歡哪一個網路瀏覽器？		lexical-context
1678	1	济	1678_1	濟	false	经济	經濟	corpus-example	tatoeba:805170	金融危机打击了所有经济行业。	金融危機打擊了所有經濟行業。		lexical-context
1681	1	浑	1681_1	渾	false	浑身	渾身	corpus-example	tatoeba:410562	那个学生被老师盯著看，觉得浑身不自在。	那個學生被老師盯著看，覺得渾身不自在。		lexical-context
1682	1	浓	1682_1	濃	false	浓厚	濃厚	corpus-example	tatoeba:421242	“卖相”、“讲斤头”、“勿是生意经”、“耳朵打八折”等，都有浓厚的商业气息。	“賣相”、“講斤頭”、“勿是生意經”、“耳朵打八折”等，都有濃厚的商業氣息。		lexical-context
1691	1	恼	1691_1	惱	false	烦恼	煩惱	corpus-example	tatoeba:848252	慈悲没有敌人，智慧不起烦恼。	慈悲沒有敵人，智慧不起煩惱。		lexical-context
1693	1	举	1693_1	舉	false	举行	舉行	corpus-example	tatoeba:334993	每隔四年，奥运会举行一次。	每隔四年，奧運會舉行一次。		lexical-context
1694	1	觉	1694_1	覺	false	觉得	覺得	corpus-example	tatoeba:332465	我觉得这个网站的构思非常好。	我覺得這個網站的構思非常好。		lexical-context
1699	1	宪	1699_1	憲	false	宪法	憲法	corpus-example	tatoeba:397099	平等是由宪法保障的。	平等是由憲法保障的。		lexical-context
1702	1	窃	1702_1	竊	false	盗窃	盜竊	corpus-example	tatoeba:333311	我们走开的时候，房子被盗窃了。	我們走開的時候，房子被盜竊了。		lexical-context
1704	1	诫	1704_1	誡	false	告诫	告誡	corpus-example	tatoeba:10481692	汤姆不懂告诫和威胁的区别。	湯姆不懂告誡和威脅的區別。		lexical-context
1706	1	诬	1706_1	誣	false	诬陷	誣陷	corpus-example	tatoeba:4759986	他被妻子诬陷了。	他被妻子誣陷了。		lexical-context
1707	1	语	1707_1	語	false	语言	語言	corpus-example	tatoeba:333343	人们相信鲸有他们自己的语言。	人們相信鯨有他們自己的語言。		lexical-context
1709	1	袄	1709_1	襖	false	棉袄	棉襖	authored-natural-example	manual	天冷了，他穿上厚厚的棉袄。	天冷了，他穿上厚厚的棉襖。		lexical-context
1714	1	误	1714_1	誤	false	错误	錯誤	corpus-example	tatoeba:502845	所有意见是真相和错误的综合。	所有意見是真相和錯誤的綜合。		lexical-context
1715	1	诱	1715_1	誘	false	诱惑	誘惑	corpus-example	tatoeba:1561580	没有男人能够抵挡女人的诱惑。	沒有男人能夠抵擋女人的誘惑。		lexical-context
1716	1	诲	1716_1	誨	false	教诲	教誨	corpus-example	tatoeba:10023044	这个男孩不听取父亲的教诲。	這個男孩不聽取父親的教誨。		lexical-context
1717	1	说	1717_1	説	false	那还用说	那還用説	authored-example	project-authored	那还用说，我当然愿意帮忙。	那還用説，我當然願意幫忙。		lexical-context
1718	1	诵	1718_1	誦	false	背诵	背誦	corpus-example	tatoeba:867947	他的女儿能背诵很多诗。	他的女兒能背誦很多詩。		lexical-context
1719	1	垦	1719_1	墾	false	开垦	開墾	authored-example	project-authored	农民开始开垦山下的荒地。	農民開始開墾山下的荒地。		lexical-context
1723	1	昼	1723_1	晝	false	昼夜	晝夜	corpus-example	tatoeba:9989857	这段时间昼夜温差很大。	這段時間晝夜溫差很大。		lexical-context
1726	1	费	1726_1	費	false	消费	消費	corpus-example	tatoeba:13942504	今天你们的消费都算我头上。	今天你們的消費都算我頭上。		lexical-context
1728	1	逊	1728_1	遜	false	约翰逊	約翰遜	authored-example	project-authored	约翰逊在记者会上回答了问题。	約翰遜在記者會上回答了問題。		lexical-context
1731	1	陨	1731_1	隕	false	陨石	隕石	authored-example	project-authored	科学家在沙漠中发现了一块陨石。	科學家在沙漠中發現了一塊隕石。		lexical-context
1733	1	险	1733_1	險	false	风险	風險	corpus-example	tatoeba:375373	信用卡很有用，但也有风险。	信用卡很有用，但也有風險。		lexical-context
1739	1	娇	1739_1	嬌	false	娇嫩	嬌嫩	authored-example	project-authored	幼苗十分娇嫩，需要小心照料。	幼苗十分嬌嫩，需要小心照料。		lexical-context
1744	1	贺	1744_1	賀	false	祝贺	祝賀	corpus-example	tatoeba:809728	衷心祝贺你的生日，穆里尔！	衷心祝賀你的生日，穆里爾！		lexical-context
1751	1	垒	1751_1	壘	false	堡垒	堡壘	authored-example	project-authored	士兵坚守山顶的堡垒。	士兵堅守山頂的堡壘。		lexical-context
1752	1	绑	1752_1	綁	false	捆绑	捆綁	corpus-example	tatoeba:6159421	他的双脚被交叉捆绑著。	他的雙腳被交叉捆綁著。		lexical-context
1753	1	绒	1753_1	絨	false	绒毛	絨毛	corpus-example	tatoeba:11841639	那个玩具绒毛摸起来很柔软，让人感到舒适。	那個玩具絨毛摸起來很柔軟，讓人感到舒適。		lexical-context
1754	1	结	1754_1	結	false	结构	結構	corpus-example	tatoeba:10367894	该小句认知结构中有几个认知核？	該小句認知結構中有幾個認知核？		lexical-context
1755	1	绕	1755_1	繞	false	围绕	圍繞	corpus-example	tatoeba:816820	我被各国语言及文字的爱好者所围绕。	我被各國語言及文字的愛好者所圍繞。		lexical-context
1756	1	骄	1756_1	驕	false	骄傲	驕傲	corpus-example	tatoeba:463878	他很难掩饰对自己成功的骄傲。	他很難掩飾對自己成功的驕傲。		lexical-context
1757	1	绘	1757_1	繪	false	绘画	繪畫	corpus-example	tatoeba:3035555	汤姆从他的绘画本上撕下了一页。	湯姆從他的繪畫本上撕下了一頁。		lexical-context
1758	1	给	1758_1	給	false	给予	給予	corpus-example	tatoeba:1185701	上帝有所给予，上帝有所索取。	上帝有所給予，上帝有所索取。		lexical-context
1759	1	绚	1759_1	絢	false	绚丽	絢麗	corpus-example	tatoeba:6017329	新剧院看上去很绚丽。	新劇院看上去很絢麗。		lexical-context
1760	1	骆	1760_1	駱	false	骆驼	駱駝	corpus-example	tatoeba:512804	骆驼，这么说吧，也就是沙漠中的船。	駱駝，這麼說吧，也就是沙漠中的船。		lexical-context
1761	1	络	1761_1	絡	false	网络	網絡	corpus-example	tatoeba:13976082	他通过开直播来结交网络朋友。	他透過開直播來結交網絡朋友。		lexical-context
1762	1	绝	1762_1	絶	false	绝对	絶對	corpus-example	tatoeba:799269	生活中绝对没有什么是持久的。	生活中絶對沒有什麼是持久的。		lexical-context
1763	1	绞	1763_1	絞	false	绞盘	絞盤	authored-example	project-authored	水手转动绞盘收起缆绳。	水手轉動絞盤收起纜繩。		lexical-context
1764	1	骇	1764_1	駭	false	骇然	駭然	authored-example	project-authored	众人听到这个消息都骇然失色。	眾人聽到這個訊息都駭然失色。		lexical-context
1765	1	统	1765_1	統	false	系统	系統	corpus-example	tatoeba:2482668	这个系统究竟发生了什么故障？	這個系統究竟發生了什麼故障？		lexical-context
1770	1	艳	1770_1	艷	false	鲜艳	鮮艷	corpus-example	tatoeba:10265813	那些快乐的日子里充满了鲜艳的色彩。	那些快樂的日子裡充滿了鮮艷的色彩。		lexical-context
1777	1	蚕	1777_1	蠶	false	蚕豆	蠶豆	authored-example	project-authored	晚餐有一盘炒蚕豆。	晚餐有一盤炒蠶豆。		lexical-context
1778	1	顽	1778_1	頑	false	顽强	頑強	corpus-example	tatoeba:1565683	尽管受到暴君的迫害，英雄还顽强地斗争。	儘管受到暴君的迫害，英雄還頑強地鬥爭。		lexical-context
1779	1	盏	1779_1	盞	false	灯盏	燈盞	authored-example	project-authored	桌上点着一盏小灯盏。	桌上點著一盞小燈盞。		lexical-context
1781	1	捞	1781_1	撈	false	捕捞	捕撈	authored-natural-example	manual	当地渔民靠捕捞海鱼为生。	當地漁民靠捕撈海魚為生。		lexical-context
1787	1	载	1787_1	載	false	记载	記載	authored-example	project-authored	史书详细记载了这场战役。	史書詳細記載了這場戰役。		lexical-context
1788	1	赶	1788_1	趕	false	赶快	趕快	corpus-example	tatoeba:1779299	赶快点，否则要错过公共汽车了。	趕快點，否則要錯過公共汽車了。		lexical-context
1790	1	盐	1790_1	鹽	false	食盐	食鹽	corpus-example	tatoeba:6106192	我爱你如同新鲜的肉爱食盐。	我愛你如同新鮮的肉愛食鹽。		lexical-context
1798	1	损	1798_1	損	false	损失	損失	corpus-example	tatoeba:794022	他们的损失到达了一百万日圆。	他們的損失到達了一百萬日圓。		lexical-context
1804	1	捡	1804_1	撿	false	捡拾	撿拾	authored-example	project-authored	志愿者在海滩捡拾垃圾。	志願者在海灘撿拾垃圾。		lexical-context
1808	1	挚	1808_1	摯	false	真挚	真摯	corpus-example	tatoeba:13832482	他的一句问候让我感受到了真挚的关怀。	他的一句問候讓我感受到了真摯的關懷。		lexical-context
1809	1	热	1809_1	熱	false	热情	熱情	corpus-example	tatoeba:784989	乔治对自己的新工作充满热情。	喬治對自己的新工作充滿熱情。		lexical-context
1811	1	捣	1811_1	搗	false	捣乱	搗亂	authored-example	project-authored	别在别人工作时故意捣乱。	別在別人工作時故意搗亂。		lexical-context
1812	1	壶	1812_1	壺	false	酒壶	酒壺	authored-example	project-authored	他提着酒壶走进亭子。	他提著酒壺走進亭子。		lexical-context
1819	1	聂	1819_1	聶	false	聂卫平	聶衛平	authored-example	project-authored	聂卫平是著名的围棋棋手。	聶衛平是著名的圍棋棋手。		lexical-context
1822	1	莱	1822_1	萊	false	莱比锡	萊比錫	authored-example	project-authored	莱比锡位于德国东部。	萊比錫位於德國東部。		lexical-context
1823	1	莲	1823_1	蓮	false	莲子	蓮子	authored-example	project-authored	母亲用莲子煮了一锅甜汤。	母親用蓮子煮了一鍋甜湯。		lexical-context
1827	1	获	1827_1	獲	false	获得	獲得	corpus-example	tatoeba:788563	我们从这座水库获得水和电力。	我們從這座水庫獲得水和電力。		lexical-context
1827	1	获	1827_2	穫	false	收获	收穫	corpus-example	tatoeba:13922057	丰收节：收获团结，欢庆和谐。	豐收節：收穫團結，歡慶和諧。		lexical-context
1829	1	恶	1829_1	惡	false	恶劣	惡劣	corpus-example	tatoeba:381119	由于天气恶劣，飞机延误了。	由於天氣惡劣，飛機延誤了。		lexical-context
1829	1	恶	1829_2	噁	false	恶心	噁心	corpus-example	tatoeba:420950	有点恶心，但是吐不出来。	有點噁心，但是吐不出來。		lexical-context
1830	1	莹	1830_1	瑩	false	晶莹	晶瑩	corpus-example	tatoeba:13532734	皮蛋切开后晶莹剔透，散发著独特的香气。	皮蛋切開後晶瑩剔透，散發著獨特的香氣。		lexical-context
1831	1	莺	1831_1	鶯	false	黄莺	黃鶯	authored-example	project-authored	黄莺在枝头婉转歌唱。	黃鶯在枝頭婉轉歌唱。		lexical-context
1838	1	档	1838_1	檔	false	档案	檔案	corpus-example	tatoeba:10752790	我给自己的邮件做了一份档案。	我給自己的郵件做了一份檔案。		lexical-context
1841	1	桥	1841_1	橋	false	大桥	大橋	authored-example	project-authored	一座大桥横跨江面。	一座大橋橫跨江面。		lexical-context
1842	1	桦	1842_1	樺	false	桦树	樺樹	corpus-example	tatoeba:10752795	桦树有白树皮。	樺樹有白樹皮。		lexical-context
1846	1	桩	1846_1	樁	false	木桩	木樁	authored-example	project-authored	工人把木桩打入河床。	工人把木樁打入河床。		lexical-context
1849	1	样	1849_1	樣	false	这样	這樣	corpus-example	tatoeba:1064561	这样之后我就有空和你聊天了。	這樣之後我就有空和你聊天了。		lexical-context
