official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
7499	3	榇	7499_1	櫬	false	面缚舆榇	面縛輿櫬	authored-example	project-authored	面缚舆榇是一种器物。	面縛輿櫬是一種器物。		lexical-context
7503	3	𬪩	7503_1	醲	false	𬪩字	醲字	domain-template	metalinguistic-fallback	传统饮食文献中出现了𬪩。	傳統飲食文獻中出現了醲。	Traditional food and drink terminology: a rare character associated with salt, flavour, wine, or food preparation.	domain-template
7508	3	䃅	7508_1	磾	false	䃅字	磾字	domain-template	metalinguistic-fallback	古代石材记录中出现了䃅。	古代石材記錄中出現了磾。	Geology / historical stone terminology: a rare character associated with stone, rock, minerals, or their properties.	domain-template
7511	3	辒	7511_1	輼	false	辒字	輼字	domain-template	metalinguistic-fallback	古代车辆记录中出现了辒。	古代車輛記錄中出現了輼。	Historical transport technology: a rare character associated with a cart, carriage, wheel, or vehicle component.	domain-template
7512	3	𬨎	7512_1	輶	false	𬨎字	輶字	domain-template	metalinguistic-fallback	古代车辆记录中出现了𬨎。	古代車輛記錄中出現了輶。	Historical transport technology: a rare character associated with a cart, carriage, wheel, or vehicle component.	domain-template
7513	3	𫐓	7513_1	輮	false	𫐓字	輮字	domain-template	metalinguistic-fallback	古代车辆记录中出现了𫐓。	古代車輛記錄中出現了輮。	Historical transport technology: a rare character associated with a cart, carriage, wheel, or vehicle component.	domain-template
7514	3	龆	7514_1	齠	false	龆字	齠字	domain-template	metalinguistic-fallback	古代医书中出现了龆。	古代醫書中出現了齠。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7518	3	鹍	7518_1	鵾	false	鹍弦	鵾弦	authored-example	project-authored	鹍弦是一种器物。	鵾弦是一種器物。		lexical-context
7519	3	𫫇	7519_1	噁	false	二𫫇英	二噁英	authored-example	project-authored	二𫫇英是一种材料或化学物质。	二噁英是一種材料或化學物質。		lexical-context
7526	3	赗	7526_1	賵	false	赗字	賵字	domain-template	metalinguistic-fallback	古代丧礼中有赗赠礼。	古代喪禮中有賵贈禮。	Ancient funerary custom: a rare character associated with gifts presented for a burial or funeral.	domain-template
7528	3	锖	7528_1	錆	false	锖色	錆色	authored-example	project-authored	锖色是一种材料或化学物质。	錆色是一種材料或化學物質。		lexical-context
7529	3	𫓹	7529_1	錤	false	𫓹字	錤字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫓹。	金屬器物或技術資料中可見錤。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7530	3	锘	7530_1	鍩	false	锘字	鍩字	element-domain	metalinguistic-fallback	实验记录中提到了锘。	實驗記錄中提到了鍩。	Chemistry: nobelium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7531	3	锳	7531_1	鍈	false	锳字	鍈字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锳。	金屬器物或技術資料中可見鍈。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7532	3	锧	7532_1	鑕	false	锧字	鑕字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锧。	金屬器物或技術資料中可見鑕。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7533	3	锪	7533_1	鍃	false	锪字	鍃字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锪。	金屬器物或技術資料中可見鍃。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7534	3	𬭚	7534_1	錞	false	𬭚字	錞字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭚。	金屬器物或技術資料中可見錞。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7535	3	锫	7535_1	錇	false	锫字	錇字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锫。	金屬器物或技術資料中可見錇。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7536	3	锬	7536_1	錟	false	锬字	錟字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锬。	金屬器物或技術資料中可見錟。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7537	3	𬭛	7537_1	𨨏	false	𬭛字	𨨏字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭛。	金屬器物或技術資料中可見𨨏。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7540	3	䅟	7540_1	穇	false	䅟字	穇字	domain-template	metalinguistic-fallback	农书中记载了䅟。	農書中記載了穇。	Traditional agriculture / grain terminology: a rare character associated with a crop or cereal plant.	domain-template
7541	3	𬕂	7541_1	篢	false	𬕂字	篢字	domain-template	metalinguistic-fallback	本草书中记载了𬕂。	本草書中記載了篢。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7543	3	筼	7543_1	篔	false	筼筜	篔簹	authored-example	project-authored	筼筜是一种植物。	篔簹是一種植物。		lexical-context
7548	3	鹎	7548_1	鵯	false	台湾鹎	臺灣鵯	authored-example	project-authored	台湾鹎是一种鸟。	臺灣鵯是一種鳥。		lexical-context
7557	3	鲉	7557_1	鮋	false	鲉字	鮋字	domain-template	metalinguistic-fallback	图鉴中收录了鲉这种鱼。	圖鑑中收錄了鮋這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7558	3	鲊	7558_1	鮓	false	鲊字	鮓字	domain-template	metalinguistic-fallback	图鉴中收录了鲊这种鱼。	圖鑑中收錄了鮓這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7559	3	鲌	7559_1	鮊	false	鲌字	鮊字	domain-template	metalinguistic-fallback	图鉴中收录了鲌这种鱼。	圖鑑中收錄了鮊這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7560	3	䲟	7560_1	鮣	false	䲟字	鮣字	domain-template	metalinguistic-fallback	图鉴中收录了䲟这种鱼。	圖鑑中收錄了鮣這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7561	3	𬶋	7561_1	鮈	false	𬶋字	鮈字	domain-template	metalinguistic-fallback	图鉴中收录了𬶋这种鱼。	圖鑑中收錄了鮈這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7562	3	𬶍	7562_1	鮀	false	𬶍字	鮀字	domain-template	metalinguistic-fallback	图鉴中收录了𬶍这种鱼。	圖鑑中收錄了鮀這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7563	3	鲏	7563_1	鮍	false	鳑鲏	鰟鮍	authored-example	project-authored	鳑鲏是一种鱼类或水生动物。	鰟鮍是一種魚類或水生動物。		lexical-context
7566	3	飔	7566_1	颸	false	飔字	颸字	domain-template	metalinguistic-fallback	古文中用飔描写光线或天气。	古文中用颸描寫光線或天氣。	Classical descriptions of light or weather: a rare character associated with brightness, sky conditions, or atmospheric movement.	domain-template
7568	3	𦝼	7568_1	膢	false	𦝼字	膢字	domain-template	metalinguistic-fallback	古代医书中出现了𦝼。	古代醫書中出現了膢。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7569	3	馌	7569_1	饁	false	鸡鸣馌耕	雞鳴饁耕	authored-example	project-authored	鸡鸣馌耕是一个成语或固定说法。	雞鳴饁耕是一個成語或固定說法。		lexical-context
7573	3	瘅	7573_1	癉	false	彰善瘅恶	彰善癉惡	authored-example	project-authored	彰善瘅恶是一个成语或固定说法。	彰善癉惡是一個成語或固定說法。		lexical-context
7575	3	鹒	7575_1	鶊	false	鸧鹒	鶬鶊	authored-example	project-authored	鸧鹒是一种鸟。	鶬鶊是一種鳥。		lexical-context
7579	3	阘	7579_1	闒	false	阘字	闒字	curated-domain	metalinguistic-fallback	楼上的阘已经关好。	樓上的闒已經關好。	Historical architecture: an upper-storey door or window.	curated-domain
7580	3	𫔶	7580_1	闑	false	𫔶字	闑字	domain-template	metalinguistic-fallback	古代建筑记录中出现了𫔶。	古代建築記錄中出現了闑。	Historical architecture: a rare character associated with a gate, room, structure, architectural fitting, or decorative support.	domain-template
7587	3	滠	7587_1	灄	false	滠字	灄字	domain-template	metalinguistic-fallback	地方志中记载了滠。	地方志中記載了灄。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
7602	3	𫌀	7602_1	襀	false	𫌀字	襀字	domain-template	metalinguistic-fallback	古代服饰记录中出现了𫌀。	古代服飾記錄中出現了襀。	Historical clothing and material culture: a rare character associated with garments or dress.	domain-template
7608	3	谫	7608_1	謭	false	肤见谫识	膚見謭識	authored-example	project-authored	肤见谫识是一个成语或固定说法。	膚見謭識是一個成語或固定說法。		lexical-context
7609	3	鹔	7609_1	鷫	false	鹔鹴	鷫鸘	authored-example	project-authored	鹔鹴是一种鸟。	鷫鸘是一種鳥。		lexical-context
7610	3	𫖳	7610_1	頵	false	𫖳字	頵字	curated-domain	metalinguistic-fallback	旧文用𫖳描写大头。	舊文用頵描寫大頭。	Regional physical-description vocabulary: a rare character associated with a large head.	curated-domain
7617	3	𫘪	7617_1	騵	false	𫘪字	騵字	domain-template	metalinguistic-fallback	古籍中用𫘪描述马匹。	古籍中用騵描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7618	3	𫘬	7618_1	騱	false	𫘬字	騱字	domain-template	metalinguistic-fallback	古籍中用𫘬描述马匹。	古籍中用騱描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7619	3	缞	7619_1	縗	false	缞字	縗字	domain-template	metalinguistic-fallback	古代织物记录中出现了缞。	古代織物記錄中出現了縗。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7622	3	𫞩	7622_1	璊	false	𫞩字	璊字	domain-template	metalinguistic-fallback	古代玉器或人名记录中可见𫞩。	古代玉器或人名記錄中可見璊。	Jade terminology / personal names: a rare character associated with jade, ornament, or name usage.	domain-template
7625	3	瑷	7625_1	璦	false	瑷珲条约	璦琿條約	authored-example	project-authored	瑷珲条约是一个成语或固定说法。	璦琿條約是一個成語或固定說法。		lexical-context
7644	3	蔹	7644_1	蘞	false	白蔹	白蘞	authored-example	project-authored	白蔹是一种植物。	白蘞是一種植物。		lexical-context
7649	3	槚	7649_1	檟	false	槚字	檟字	domain-template	metalinguistic-fallback	古代木器或植物记录中可见槚。	古代木器或植物記錄中可見檟。	Woodcraft / historical botany: a rare character associated with wood, a wooden object, or a plant name.	domain-template
7650	3	𣗋	7650_1	欓	false	𣗋字	欓字	domain-template	metalinguistic-fallback	古代木器或植物记录中可见𣗋。	古代木器或植物記錄中可見欓。	Woodcraft / historical botany: a rare character associated with wood, a wooden object, or a plant name.	domain-template
7654	3	𬸘	7654_1	鶠	false	𬸘字	鶠字	domain-template	metalinguistic-fallback	图鉴中记录了𬸘这种鸟。	圖鑑中記錄了鶠這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7656	3	酾	7656_1	釃	false	栉风酾雨	櫛風釃雨	authored-example	project-authored	栉风酾雨是一个成语或固定说法。	櫛風釃雨是一個成語或固定說法。		lexical-context
7661	3	𬒗	7661_1	𥗽	false	𬒗字	𥗽字	domain-template	metalinguistic-fallback	古代石材记录中出现了𬒗。	古代石材記錄中出現了𥗽。	Geology / historical stone terminology: a rare character associated with stone, rock, minerals, or their properties.	domain-template
7667	3	𫚖	7667_1	鮆	false	𫚖字	鮆字	domain-template	metalinguistic-fallback	图鉴中收录了𫚖这种鱼。	圖鑑中收錄了鮆這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7668	3	䴗	7668_1	鶪	false	大鹃䴗	大鵑鶪	authored-example	project-authored	大鹃䴗是一个较少见的词语。	大鵑鶪是一個較少見的詞語。		lexical-context
7671	3	鹖	7671_1	鶡	false	鹖字	鶡字	domain-template	metalinguistic-fallback	图鉴中记录了鹖这种鸟。	圖鑑中記錄了鶡這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7678	3	𨱏	7678_1	鎝	false	𨱏字	鎝字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𨱏。	金屬器物或技術資料中可見鎝。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7679	3	锺	7679_1	鍾	false	万锺	萬鍾	authored-example	project-authored	万锺是一个较少见的词语。	萬鍾是一個較少見的詞語。		lexical-context
7680	3	锼	7680_1	鎪	false	锼字	鎪字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锼。	金屬器物或技術資料中可見鎪。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7681	3	锽	7681_1	鍠	false	锽字	鍠字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锽。	金屬器物或技術資料中可見鍠。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7682	3	𬭤	7682_1	鍭	false	𬭤字	鍭字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭤。	金屬器物或技術資料中可見鍭。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7683	3	锾	7683_1	鍰	false	罚锾	罰鍰	authored-example	project-authored	罚锾是一个较少见的词语。	罰鍰是一個較少見的詞語。		lexical-context
7684	3	锿	7684_1	鎄	false	锿字	鎄字	element-domain	metalinguistic-fallback	实验记录中提到了锿。	實驗記錄中提到了鎄。	Chemistry: einsteinium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7685	3	镃	7685_1	鎡	false	镃字	鎡字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见镃。	金屬器物或技術資料中可見鎡。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7686	3	镄	7686_1	鐨	false	镄字	鐨字	element-domain	metalinguistic-fallback	实验记录中提到了镄。	實驗記錄中提到了鐨。	Chemistry: fermium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7687	3	镅	7687_1	鎇	false	镅字	鎇字	element-domain	metalinguistic-fallback	实验记录中提到了镅。	實驗記錄中提到了鎇。	Chemistry: americium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7689	3	鹙	7689_1	鶖	false	鹙鹭	鶖鷺	authored-example	project-authored	鹙鹭是一种鸟。	鶖鷺是一種鳥。		lexical-context
7690	3	箨	7690_1	籜	false	箨字	籜字	domain-template	metalinguistic-fallback	本草书中记载了箨。	本草書中記載了籜。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7699	3	鲒	7699_1	鮚	false	鲒字	鮚字	domain-template	metalinguistic-fallback	图鉴中收录了鲒这种鱼。	圖鑑中收錄了鮚這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7700	3	鲕	7700_1	鮞	false	鲕字	鮞字	domain-template	metalinguistic-fallback	图鉴中收录了鲕这种鱼。	圖鑑中收錄了鮞這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7701	3	𫚕	7701_1	鰤	false	𫚕字	鰤字	domain-template	metalinguistic-fallback	图鉴中收录了𫚕这种鱼。	圖鑑中收錄了鰤這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7702	3	鲖	7702_1	鮦	false	鲖字	鮦字	domain-template	metalinguistic-fallback	图鉴中收录了鲖这种鱼。	圖鑑中收錄了鮦這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7703	3	鲗	7703_1	鰂	false	鲗鱼涌	鰂魚涌	authored-example	project-authored	鲗鱼涌是一个地名。	鰂魚涌是一個地名。		lexical-context
7704	3	鲘	7704_1	鮜	false	鲘字	鮜字	domain-template	metalinguistic-fallback	图鉴中收录了鲘这种鱼。	圖鑑中收錄了鮜這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7705	3	鲙	7705_1	鱠	false	鲙鱼	鱠魚	authored-example	project-authored	鲙鱼是一种鱼类或水生动物。	鱠魚是一種魚類或水生動物。		lexical-context
7706	3	𬶐	7706_1	鮡	false	𬶐字	鮡字	domain-template	metalinguistic-fallback	图鉴中收录了𬶐这种鱼。	圖鑑中收錄了鮡這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7707	3	𬶏	7707_1	鮠	false	𬶏字	鮠字	domain-template	metalinguistic-fallback	图鉴中收录了𬶏这种鱼。	圖鑑中收錄了鮠這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7708	3	𩽾	7708_1	鮟	false	𩽾𩾌	鮟鱇	authored-example	project-authored	𩽾𩾌是一个较少见的词语。	鮟鱇是一個較少見的詞語。		lexical-context
7711	3	飗	7711_1	飀	false	飗字	飀字	domain-template	metalinguistic-fallback	古文中用飗描写光线或天气。	古文中用飀描寫光線或天氣。	Classical descriptions of light or weather: a rare character associated with brightness, sky conditions, or atmospheric movement.	domain-template
7712	3	𬸚	7712_1	鸑	false	𬸚字	鸑字	domain-template	metalinguistic-fallback	图鉴中记录了𬸚这种鸟。	圖鑑中記錄了鸑這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7716	3	瘗	7716_1	瘞	false	瘗玉埋香	瘞玉埋香	authored-example	project-authored	瘗玉埋香是一个成语或固定说法。	瘞玉埋香是一個成語或固定說法。		lexical-context
7719	3	鲝	7719_1	鮺	false	鲝字	鮺字	domain-template	metalinguistic-fallback	图鉴中收录了鲝这种鱼。	圖鑑中收錄了鮺這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7724	3	潆	7724_1	瀠	false	潆字	瀠字	domain-template	metalinguistic-fallback	地方志中记载了潆。	地方志中記載了瀠。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
7735	3	窭	7735_1	窶	false	窭字	窶字	domain-template	metalinguistic-fallback	古文中可见窭。	古文中可見窶。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7737	3	𬤝	7737_1	譓	false	𬤝字	譓字	domain-template	metalinguistic-fallback	古文中可见𬤝。	古文中可見譓。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
7746	3	𬙂	7746_1	縯	false	𬙂字	縯字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬙂。	古代織物記錄中出現了縯。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7748	3	麹	7748_1	麴	false	麹义	麴義	authored-example	project-authored	麹义是一个人名。	麴義是一個人名。		lexical-context
7751	3	叇	7751_1	靆	false	叆叇	靉靆	authored-example	project-authored	叆叇是一个较少见的词语。	靉靆是一個較少見的詞語。		lexical-context
7761	3	鹝	7761_1	鷊	false	鹝字	鷊字	domain-template	metalinguistic-fallback	图鉴中记录了鹝这种鸟。	圖鑑中記錄了鷊這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7765	3	慭	7765_1	憖	false	慭字	憖字	domain-template	metalinguistic-fallback	古文中可见慭。	古文中可見憖。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7772	3	䗖	7772_1	螮	false	䗖𬟽	螮蝀	authored-example	project-authored	䗖𬟽是一个较少见的词语。	螮蝀是一個較少見的詞語。		lexical-context
7785	3	镆	7785_1	鏌	false	镆字	鏌字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见镆。	金屬器物或技術資料中可見鏌。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7786	3	镈	7786_1	鎛	false	皇甫镈	皇甫鎛	authored-example	project-authored	皇甫镈是一个人名。	皇甫鎛是一個人名。		lexical-context
7787	3	镋	7787_1	钂	false	镋字	钂字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见镋。	金屬器物或技術資料中可見钂。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7788	3	镎	7788_1	鎿	false	镎字	鎿字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见镎。	金屬器物或技術資料中可見鎿。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7789	3	𬭩	7789_1	鎓	false	𬭩字	鎓字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭩。	金屬器物或技術資料中可見鎓。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7790	3	镕	7790_1	鎔	false	朱镕基	朱鎔基	authored-example	project-authored	朱镕基是一个人名。	朱鎔基是一個人名。		lexical-context
7795	3	䴘	7795_1	鷉	false	䴙䴘	鸊鷉	authored-example	project-authored	䴙䴘是一种鸟。	鸊鷉是一種鳥。		lexical-context
7798	3	鹟	7798_1	鶲	false	乌鹟	烏鶲	authored-example	project-authored	乌鹟是一种鸟。	烏鶲是一種鳥。		lexical-context
7799	3	𩾃	7799_1	鮸	false	𩾃字	鮸字	domain-template	metalinguistic-fallback	图鉴中收录了𩾃这种鱼。	圖鑑中收錄了鮸這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7800	3	鲦	7800_1	鰷	false	鲦字	鰷字	domain-template	metalinguistic-fallback	图鉴中收录了鲦这种鱼。	圖鑑中收錄了鰷這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7801	3	鲪	7801_1	鮶	false	鲪字	鮶字	domain-template	metalinguistic-fallback	图鉴中收录了鲪这种鱼。	圖鑑中收錄了鮶這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7802	3	鲬	7802_1	鯒	false	鲬字	鯒字	domain-template	metalinguistic-fallback	图鉴中收录了鲬这种鱼。	圖鑑中收錄了鯒這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7805	3	鹠	7805_1	鶹	false	鸺鹠	鵂鶹	authored-example	project-authored	鸺鹠是一种鸟。	鵂鶹是一種鳥。		lexical-context
7806	3	鹡	7806_1	鶺	false	鹡鸰	鶺鴒	authored-example	project-authored	鹡鸰是一种鸟。	鶺鴒是一種鳥。		lexical-context
7810	3	鹢	7810_1	鷁	false	彩鹢	彩鷁	authored-example	project-authored	彩鹢是一种鸟。	彩鷁是一種鳥。		lexical-context
7811	3	鹣	7811_1	鶼	false	鲽鹣	鰈鶼	authored-example	project-authored	鲽鹣是一个较少见的词语。	鰈鶼是一個較少見的詞語。		lexical-context
7817	3	澛	7817_1	瀂	false	澛字	瀂字	domain-template	metalinguistic-fallback	地方志中记载了澛。	地方志中記載了瀂。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
7824	3	𬸣	7824_1	鶱	false	𬸣字	鶱字	domain-template	metalinguistic-fallback	图鉴中记录了𬸣这种鸟。	圖鑑中記錄了鶱這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7828	3	𫍽	7828_1	譞	false	𫍽字	譞字	domain-template	metalinguistic-fallback	古文中可见𫍽。	古文中可見譞。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
7831	3	𬴊	7831_1	驎	false	𬴊字	驎字	domain-template	metalinguistic-fallback	古籍中用𬴊描述马匹。	古籍中用驎描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7841	3	𬞟	7841_1	蘋	false	𬞟字	蘋字	domain-template	metalinguistic-fallback	本草书中记载了𬞟。	本草書中記載了蘋。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7853	3	豮	7853_1	豶	false	豮字	豶字	domain-template	metalinguistic-fallback	古代动物记录中可见豮。	古代動物記錄中可見豶。	Historical zoology / animal husbandry: a rare character associated with an animal or livestock term.	domain-template
7854	3	𫟦	7854_1	䡵	false	𫟦字	䡵字	domain-template	metalinguistic-fallback	古代车辆记录中出现了𫟦。	古代車輛記錄中出現了䡵。	Historical transport technology: a rare character associated with a cart, carriage, wheel, or vehicle component.	domain-template
7855	3	𬺈	7855_1	齮	false	𬺈字	齮字	domain-template	metalinguistic-fallback	古代医书中出现了𬺈。	古代醫書中出現了齮。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7856	3	𫠜	7856_1	齯	false	𫠜字	齯字	domain-template	metalinguistic-fallback	古代医书中出现了𫠜。	古代醫書中出現了齯。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7857	3	鹾	7857_1	鹺	false	鹾字	鹺字	domain-template	metalinguistic-fallback	传统饮食文献中出现了鹾。	傳統飲食文獻中出現了鹺。	Traditional food and drink terminology: a rare character associated with salt, flavour, wine, or food preparation.	domain-template
7870	3	𪩘	7870_1	巘	false	𪩘字	巘字	domain-template	metalinguistic-fallback	地方志中记载了𪩘。	地方志中記載了巘。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
7872	3	𬭬	7872_1	鏏	false	𬭬字	鏏字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭬。	金屬器物或技術資料中可見鏏。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7873	3	𨱑	7873_1	鐄	false	𨱑字	鐄字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𨱑。	金屬器物或技術資料中可見鐄。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7874	3	𬭯	7874_1	䥕	false	𬭯字	䥕字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭯。	金屬器物或技術資料中可見䥕。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7878	3	篯	7878_1	籛	false	篯字	籛字	curated-domain	metalinguistic-fallback	族谱中记载了篯姓。	族譜中記載了籛姓。	Genealogy / surnames: a rare family-name character.	curated-domain
7885	3	鲭	7885_1	鯖	false	鲭鱼	鯖魚	authored-example	project-authored	鲭鱼是一种鱼类或水生动物。	鯖魚是一種魚類或水生動物。		lexical-context
7886	3	鲯	7886_1	鯕	false	鲯鳅	鯕鰍	authored-example	project-authored	鲯鳅是一种鱼类或水生动物。	鯕鰍是一種魚類或水生動物。		lexical-context
7887	3	鲰	7887_1	鯫	false	鲰字	鯫字	domain-template	metalinguistic-fallback	图鉴中收录了鲰这种鱼。	圖鑑中收錄了鯫這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7888	3	鲺	7888_1	鯴	false	鲺字	鯴字	domain-template	metalinguistic-fallback	图鉴中收录了鲺这种鱼。	圖鑑中收錄了鯴這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7889	3	鲹	7889_1	鰺	false	鲹字	鰺字	domain-template	metalinguistic-fallback	图鉴中收录了鲹这种鱼。	圖鑑中收錄了鰺這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7890	3	𫗴	7890_1	饘	false	𫗴字	饘字	domain-template	metalinguistic-fallback	地方食谱中提到了𫗴。	地方食譜中提到了饘。	Traditional or regional food vocabulary: a rare character used for a dish, food, or preparation.	domain-template
