mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
4930_1	tatoeba	8825041	猕猴桃	獼猴桃	你从来没吃过猕猴桃吗？	你從來沒吃過獼猴桃嗎？	你從來沒吃過獼猴桃嗎？
4933_1	tatoeba	420336	馄饨	餛飩	一碗绉纱馄饨，皮儿薄得连肉也看得见！	一碗縐紗餛飩，皮兒薄得連肉也看得見！	一碗绉纱馄饨，皮儿薄得连肉也看得见！
4934_1	leipzig	zho_news_2020_300K:34997	鸾凤	鸞鳳	今日幸为秦晋会，早教鸾凤下妆楼”，请新娘抓紧时间化妆下楼。	今日幸為秦晉會，早教鸞鳳下妝樓”，請新娘抓緊時間化妝下樓。	今日幸为秦晋会，早教鸾凤下妆楼”，请新娘抓紧时间化妆下楼。
4945_1	leipzig	zho_wikipedia_2018_1M:281922	阇梨	闍梨	，受法修行直至最終成为有傳法資格的阿阇梨。	，受法修行直至最終成為有傳法資格的阿闍梨。	，受法修行直至最終成为有傳法資格的阿阇梨。
4946_1	leipzig	zho_news_2020_300K:51412	阈值	閾值	但现在十几位专家表示，阈值达到50％可能就够了。	但現在十幾位專家表示，閾值達到50％可能就夠了。	但现在十几位专家表示，阈值达到50％可能就够了。
4947_1	leipzig	zho_wikipedia_2018_1M:953668	阉党	閹黨	阉党阮大铖时亦屏居金陵，谋复用。	閹黨阮大鋮時亦屏居金陵，謀複用。	阉党阮大铖时亦屏居金陵，谋复用。
4948_1	authored	level-2/4948_1	金阊区	金閶區	金阊区是一个地名。	金閶區是一個地名。	金阊区是一个地名。
4949_1	leipzig	zho_wikipedia_2018_1M:202031	兄弟阋墙	兄弟鬩牆	兄弟阋墙事堪叹，术也仇绍翻结瓒，谬算适足羞先公，强云图谶天所赞。	兄弟鬩牆事堪嘆，術也仇紹翻結瓚，謬算適足羞先公，強雲圖讖天所贊。	兄弟阋墙事堪叹，术也仇绍翻结瓒，谬算适足羞先公，强云图谶天所赞。
4950_1	authored	level-2/4950_1	九阍虎豹	九閽虎豹	九阍虎豹是一个成语或固定说法。	九閽虎豹是一個成語或固定說法。	九阍虎豹是一个成语或固定说法。
4951_1	leipzig	zho_wikipedia_2018_1M:992326	阏氏	閼氏	高帝用陈平奇计，使单于阏氏，围以得开。	高帝用陳平奇計，使單于閼氏，圍以得開。	高帝用陈平奇计，使单于阏氏，围以得开。
4952_1	leipzig	zho_wikipedia_2018_1M:837217	羟基	羥基	苯环上直接连有两个羟基时叫苯二酚。	苯環上直接連有兩個羥基時叫苯二酚。	苯环上直接连有两个羟基时叫苯二酚。
4953_1	authored	level-2/4953_1	粗粝	粗糲	粗粝是一个描写性质或状态的词。	粗糲是一個描寫性質或狀態的詞。	粗粝是一个描写性质或状态的词。
4960_1	authored	level-2/4960_1	焖烧锅	燜燒鍋	焖烧锅是一种器物。	燜燒鍋是一種器物。	焖烧锅是一种器物。
4963_1	leipzig	zho_news_2020_300K:275546	血渍	血漬	这是一张特殊的党证，上面沾满血渍，它的主人就是开国将帅中13位独臂将军之一的陈波。	這是一張特殊的黨證，上面沾滿血漬，它的主人就是開國將帥中13位獨臂將軍之一的陳波。	这是一张特殊的党证，上面沾满血渍，它的主人就是开国将帅中13位独臂将军之一的陈波。
4968_1	tatoeba	9094081	亵渎	褻瀆	亵渎是没有受害者的犯罪。	褻瀆是沒有受害者的犯罪。	亵渎是没有受害者的犯罪。
4974_1	leipzig	zho_wikipedia_2018_1M:70892	渑池	澠池	，世称月川先生，明代著名理学家，渑池人。	，世稱月川先生，明代著名理學家，澠池人。	，世称月川先生，明代著名理学家，渑池人。
4983_1	tatoeba	1941668	惬意	愜意	没有比泡热水澡更惬意的事了。	沒有比泡熱水澡更愜意的事了。	没有比泡热水澡更惬意的事了。
4992_1	leipzig	zho_news_2020_300K:101542	肆无忌惮	肆無忌憚	在屋子里吃烧烤，能吃出自由惬意肆无忌惮不？	在屋子裡吃燒烤，能吃出自由愜意肆無忌憚不？	在屋子里吃烧烤，能吃出自由惬意肆无忌惮不？
4994_1	leipzig	zho_news_2020_300K:90138	谌家矶	諶家磯	听转图的四唯街道干部说，那小伙子是球场街的；球场街那边说，人是谌家矶那边的。	聽轉圖的四唯街道幹部說，那小夥子是球場街的；球場街那邊說，人是諶家磯那邊的。	听转图的四唯街道干部说，那小伙子是球场街的；球场街那边说，人是谌家矶那边的。
4995_1	leipzig	zho_news_2020_300K:51659	劝谏	勸諫	但秦二世不听子婴的劝谏，派人杀死蒙恬和蒙毅。	但秦二世不聽子嬰的勸諫，派人殺死蒙恬和蒙毅。	但秦二世不听子婴的劝谏，派人杀死蒙恬和蒙毅。
4997_1	leipzig	zho_wikipedia_2018_1M:316406	皲裂	皸裂	周围皮肤潮红或皲裂，鼻毛脱落。	周圍皮膚潮紅或皸裂，鼻毛脫落。	周围皮肤潮红或皲裂，鼻毛脱落。
4998_1	leipzig	zho_news_2020_300K:143120	戏谑	戲謔	得意的刻薄，依旧在粗暴的戏谑着正义、、、	得意的刻薄，依舊在粗暴的戲謔著正義、、、	得意的刻薄，依旧在粗暴的戏谑着正义、、、
4999_1	tatoeba	344779	裤裆	褲襠	要尿裤裆了。	要尿褲襠了。	要尿裤裆了。
5002_1	leipzig	zho_news_2020_300K:195284	拜谒	拜謁	每年的东坡诞辰日，他不仅拜谒苏轼墓，还会召集幕僚举行祭祀和诗文唱和活动以表纪念。	每年的東坡誕辰日，他不僅拜謁蘇軾墓，還會召集幕僚舉行祭祀和詩文唱和活動以表紀念。	每年的东坡诞辰日，他不仅拜谒苏轼墓，还会召集幕僚举行祭祀和诗文唱和活动以表纪念。
5003_1	leipzig	zho_news_2020_300K:218945	薛定谔	薛定諤	病毒在特朗普手上就是一只薛定谔的猫。	病毒在特朗普手上就是一隻薛定諤的貓。	病毒在特朗普手上就是一只薛定谔的猫。
5004_1	leipzig	zho_news_2020_300K:66958	谕旨	諭旨	……冒死陈言：恳请焕汗大号，明降谕旨，宣示中外，立定共和政体。”	……冒死陳言：懇請煥汗大號，明降諭旨，宣示中外，立定共和政體。”	……冒死陈言：恳请焕汗大号，明降谕旨，宣示中外，立定共和政体。”
5006_1	leipzig	zho_news_2020_300K:131232	谗言	讒言	屈原虽忠事楚怀王，但却屡遭排挤，怀王死后又因顷襄工听信谗言而被流放，最终投泪罗江而死。	屈原雖忠事楚懷王，但卻屢遭排擠，懷王死後又因頃襄工聽信讒言而被流放，最終投淚羅江而死。	屈原虽忠事楚怀王，但却屡遭排挤，怀王死后又因顷襄工听信谗言而被流放，最终投泪罗江而死。
5007_1	leipzig	zho_news_2020_300K:108063	熟谙	熟諳	在高等学校担任领导职务20多年，勤奋学习，刻苦钻研，熟谙学校教育工作规律，精通教育管理业务。	在高等學校擔任領導職務20多年，勤奮學習，刻苦鑽研，熟諳學校教育工作規律，精通教育管理業務。	在高等学校担任领导职务20多年，勤奋学习，刻苦钻研，熟谙学校教育工作规律，精通教育管理业务。
5008_1	leipzig	zho_news_2020_300K:276750	真谛	真諦	这样虽然平平淡淡，但却是生活的真谛。	這樣雖然平平淡淡，但卻是生活的真諦。	这样虽然平平淡淡，但却是生活的真谛。
5013_1	authored	level-2/5013_1	出粜	出糶	出粜是一个较少见的词语。	出糶是一個較少見的詞語。	出粜是一个较少见的词语。
5021_1	authored	level-2/5021_1	婵娟	嬋娟	婵娟是一个较少见的词语。	嬋娟是一個較少見的詞語。	婵娟是一个较少见的词语。
5027_1	leipzig	zho_news_2020_300K:220106	绫罗绸缎	綾羅綢緞	皇上这天要向后妃、内侍、诸阁臣僚行赏，赏赐的物品有珍珠玉翠、绫罗绸缎等。	皇上這天要向後妃、內侍、諸閣臣僚行賞，賞賜的物品有珍珠玉翠、綾羅綢緞等。	皇上这天要向后妃、内侍、诸阁臣僚行赏，赏赐的物品有珍珠玉翠、绫罗绸缎等。
5028_1	authored	level-2/5028_1	骐麟	騏麟	骐麟是一个较少见的词语。	騏麟是一個較少見的詞語。	骐麟是一个较少见的词语。
5029_1	leipzig	zho_news_2020_300K:80926	绮丽	綺麗	古今中外，不知多少骚人墨客为漓江的绮丽风光写下了脍炙人口的优美诗文。	古今中外，不知多少騷人墨客為灕江的綺麗風光寫下了膾炙人口的優美詩文。	古今中外，不知多少骚人墨客为漓江的绮丽风光写下了脍炙人口的优美诗文。
5030_1	leipzig	zho_news_2020_300K:90045	绯红	緋紅	听到阿龙的山歌，早已满面绯红的阿美，又深情地回唱道：“泉水流出哗哗响，妹想那个真心郎。	聽到阿龍的山歌，早已滿面緋紅的阿美，又深情地回唱道：“泉水流出嘩嘩響，妹想那個真心郎。	听到阿龙的山歌，早已满面绯红的阿美，又深情地回唱道：“泉水流出哗哗响，妹想那个真心郎。
5032_1	authored	level-2/5032_1	骒马	騍馬	骒马是一个较少见的词语。	騍馬是一個較少見的詞語。	骒马是一个较少见的词语。
5033_1	authored	level-2/5033_1	绲边	緄邊	绲边表示一种动作。	緄邊表示一種動作。	绲边表示一种动作。
5034_1	authored	level-2/5034_1	项别骓	項別騅	项别骓是一个较少见的词语。	項別騅是一個較少見的詞語。	项别骓是一个较少见的词语。
5035_1	leipzig	zho_news_2020_300K:77621	印绶	印綬	即日解印绶去职，赋《归去来》。	即日解印綬去職，賦《歸去來》。	即日解印绶去职，赋《归去来》。
5036_1	authored	level-2/5036_1	发绺	髮綹	发绺是一个较少见的词语。	髮綹是一個較少見的詞語。	发绺是一个较少见的词语。
5037_1	leipzig	zho_news_2020_300K:11598	缱绻	繾綣	一转身，天涯海角；一回眸，婆娑缱绻。	一轉身，天涯海角；一回眸，婆娑繾綣。	一转身，天涯海角；一回眸，婆娑缱绻。
5038_1	authored	level-2/5038_1	绾发	綰髮	绾发表示一种动作。	綰髮表示一種動作。	绾发表示一种动作。
5039_1	authored	level-2/5039_1	方骖并路	方驂並路	方骖并路是一个成语或固定说法。	方驂並路是一個成語或固定說法。	方骖并路是一个成语或固定说法。
5040_1	authored	level-2/5040_1	削发披缁	削髮披緇	削发披缁是一个成语或固定说法。	削髮披緇是一個成語或固定說法。	削发披缁是一个成语或固定说法。
5050_1	leipzig	zho_news_2020_300K:117345	靓丽	靚麗	好一派靓丽的田野风光，令人心旷神怡。	好一派靚麗的田野風光，令人心曠神怡。	好一派靓丽的田野风光，令人心旷神怡。
5057_1	authored	level-2/5057_1	輂辇	輂輦	輂辇是一个较少见的词语。	輂輦是一個較少見的詞語。	輂辇是一个较少见的词语。
5058_1	authored	level-2/5058_1	鼋鱼	黿魚	鼋鱼是一种动物。	黿魚是一種動物。	鼋鱼是一种动物。
5067_1	leipzig	zho_news_2020_300K:199980	仓颉	倉頡	注：“鬼神”句，相传仓颉造字时：“天雨粟、鬼夜哭”	注：“鬼神”句，相傳倉頡造字時：“天雨粟、鬼夜哭”	注：“鬼神”句，相传仓颉造字时：“天雨粟、鬼夜哭”
5069_1	authored	level-2/5069_1	揿下	撳下	揿下表示一种动作。	撳下表示一種動作。	揿下表示一种动作。
5073_1	leipzig	zho_news_2020_300K:252853	蛰伏	蟄伏	袁不再蛰伏，接受任命，独揽大权，其与那桐的来往便愈加密切，这在《那桐日记》中颇有体现：	袁不再蟄伏，接受任命，獨攬大權，其與那桐的來往便愈加密切，這在《那桐日記》中頗有體現：	袁不再蛰伏，接受任命，独揽大权，其与那桐的来往便愈加密切，这在《那桐日记》中颇有体现：
5090_1	authored	level-2/5090_1	冲蒌	沖蔞	冲蒌是一个地名。	沖蔞是一個地名。	冲蒌是一个地名。
5096_1	authored	level-2/5096_1	买椟还珠	買櫝還珠	买椟还珠是一个成语或固定说法。	買櫝還珠是一個成語或固定說法。	买椟还珠是一个成语或固定说法。
5098_1	leipzig	zho_news_2020_300K:197733	桫椤	桫欏	江东桫椤自然保护区是县级森林生态自然保护区。	江東桫欏自然保護區是縣級森林生態自然保護區。	江东桫椤自然保护区是县级森林生态自然保护区。
5100_1	authored	level-2/5100_1	赍志以没	賫志以沒	赍志以没是一个成语或固定说法。	賫志以沒是一個成語或固定說法。	赍志以没是一个成语或固定说法。
5106_1	authored	level-2/5106_1	鹁鸽	鵓鴿	鹁鸽是一种鸟。	鵓鴿是一種鳥。	鹁鸽是一种鸟。
5111_1	leipzig	zho_news_2020_300K:171747	黄鹂	黃鸝	日斜林外，黄鹂对对，杜宇声声。	日斜林外，黃鸝對對，杜宇聲聲。	日斜林外，黄鹂对对，杜宇声声。
5113_1	leipzig	zho_news_2020_300K:37215	殚精竭虑	殫精竭慮	他一生为国为民，殚精竭虑，从不谋求私利。	他一生為國為民，殫精竭慮，從不謀求私利。	他一生为国为民，殚精竭虑，从不谋求私利。
5117_1	authored	level-2/5117_1	轧辊	軋輥	轧辊是一个较少见的词语。	軋輥是一個較少見的詞語。	轧辊是一个较少见的词语。
5118_1	authored	level-2/5118_1	轮辋	輪輞	轮辋是一个较少见的词语。	輪輞是一個較少見的詞語。	轮辋是一个较少见的词语。
5119_1	authored	level-2/5119_1	抱椠怀铅	抱槧懷鉛	抱椠怀铅是一个成语或固定说法。	抱槧懷鉛是一個成語或固定說法。	抱椠怀铅是一个成语或固定说法。
5120_1	tatoeba	1561576	辍学	輟學	如果我是他的话，我是不会辍学的。	如果我是他的話，我是不會輟學的。	如果我是他的话，我是不会辍学的。
5121_1	leipzig	zho_news_2020_300K:66473	辎重	輜重	内打出而外攻入，枪械辎重，损失甚钜。	內打出而外攻入，槍械輜重，損失甚鉅。	内打出而外攻入，枪械辎重，损失甚钜。
5124_1	leipzig	zho_news_2020_300K:54715	眼睑	眼瞼	你依然像从前面若桃花，频频低垂的眼睑，弯弯的柳叶眉。	你依然像從前面若桃花，頻頻低垂的眼瞼，彎彎的柳葉眉。	你依然像从前面若桃花，频频低垂的眼睑，弯弯的柳叶眉。
5142_1	leipzig	zho_wikipedia_2018_1M:797008	蛱蝶	蛺蝶	“翻阶蛱蝶恋花情”中的三个字。	“翻階蛺蝶戀花情”中的三個字。	“翻阶蛱蝶恋花情”中的三个字。
5143_1	authored	level-2/5143_1	蛲虫	蟯蟲	蛲虫是一种动物。	蟯蟲是一種動物。	蛲虫是一种动物。
5145_1	tatoeba	10062394	螺蛳	螺螄	你觉得螺蛳粉臭吗？	你覺得螺螄粉臭嗎？	你觉得螺蛳粉臭吗？
5149_1	authored	level-2/5149_1	蝤蛴	蝤蠐	蝤蛴是一种动物。	蝤蠐是一種動物。	蝤蛴是一种动物。
5158_1	authored	level-2/5158_1	哈喽	哈嘍	哈喽是一个较少见的词语。	哈嘍是一個較少見的詞語。	哈喽是一个较少见的词语。
5163_1	leipzig	zho_news_2020_300K:144241	峥嵘	崢嶸	忆往昔，岁月峥嵘；看今朝，风华正茂。	憶往昔，歲月崢嶸；看今朝，風華正茂。	忆往昔，岁月峥嵘；看今朝，风华正茂。
5177_1	leipzig	zho_wikipedia_2018_1M:428645	赕佛	賧佛	孕妇忌参加赕佛或参拜佛爷，忌参加婚礼、丧葬仪式以及各种节庆祭典等。	孕婦忌參加賧佛或參拜佛爺，忌參加婚禮、喪葬儀式以及各種節慶祭典等。	孕妇忌参加赕佛或参拜佛爷，忌参加婚礼、丧葬仪式以及各种节庆祭典等。
5180_1	tatoeba	918007	铿锵	鏗鏘	这个孩子正在铿铿锵锵地玩著他的玩具。	這個孩子正在鏗鏗鏘鏘地玩著他的玩具。	這個孩子正在鏗鏗鏘鏘地玩著他的玩具。
5181_1	tatoeba	420258	锃亮	鋥亮	你脸蛋长得帅，头发理得锃亮，太有型了！	你臉蛋長得帥，頭髮理得鋥亮，太有型了！	你脸蛋长得帅，头发理得锃亮，太有型了！
5182_1	leipzig	zho_news_2020_300K:20115	锂电池	鋰電池	中伟新能源是一家研发、生产锂电池正极前驱体材料的企业。	中偉新能源是一家研發、生產鋰電池正極前驅體材料的企業。	中伟新能源是一家研发、生产锂电池正极前驱体材料的企业。
5183_1	authored	level-2/5183_1	锆石	鋯石	锆石是一种材料或化学物质。	鋯石是一種材料或化學物質。	锆石是一种材料或化学物质。
5185_1	leipzig	zho_news_2020_300K:45111	锉刀	銼刀	他领着六七个工人，带着几把锉刀、钳子，修械厂就算办起来了。	他領著六七個工人，帶著幾把銼刀、鉗子，修械廠就算辦起來了。	他领着六七个工人，带着几把锉刀、钳子，修械厂就算办起来了。
5186_1	leipzig	zho_news_2020_300K:251701	撒手锏	撒手鐧	蛇有个“撒手锏”，就是绞杀，将猎物缠住、收紧，使其窒息而死。	蛇有個“撒手鐧”，就是絞殺，將獵物纏住、收緊，使其窒息而死。	蛇有个“撒手锏”，就是绞杀，将猎物缠住、收紧，使其窒息而死。
5187_1	leipzig	zho_wikipedia_2018_1M:949272	辉锑矿	輝銻礦	锑的工业制法是先焙烧，再用碳在高温下还原，或者是直接用金属铁还原辉锑矿。	銻的工業製法是先焙燒，再用碳在高溫下還原，或者是直接用金屬鐵還原輝銻礦。	锑的工业制法是先焙烧，再用碳在高温下还原，或者是直接用金属铁还原辉锑矿。
5188_1	tatoeba	13917209	锒铛入狱	鋃鐺入獄	他纵容手下横行不法，如今公司倾覆、自身锒铛入狱，恶有恶报。	他縱容手下橫行不法，如今公司傾覆、自身鋃鐺入獄，惡有惡報。	他縱容手下橫行不法，如今公司傾覆、自身鋃鐺入獄，惡有惡報。
5189_1	authored	level-2/5189_1	锔子	鋦子	锔子是一种器物。	鋦子是一種器物。	锔子是一种器物。
5190_1	leipzig	zho_wikipedia_2018_1M:436150	锕系元素	錒系元素	，它是被人们认识的第一个锕系元素。	，它是被人們認識的第一個錒系元素。	，它是被人们认识的第一个锕系元素。
5196_1	leipzig	zho_news_2020_300K:242404	牛犊	牛犢	而青年干部有“初生牛犊不怕虎”的闯劲、稚气，就不应放弃这个优势，在体制内“老成”得太快。	而青年幹部有“初生牛犢不怕虎”的闖勁、稚氣，就不應放棄這個優勢，在體制內“老成”得太快。	而青年干部有“初生牛犊不怕虎”的闯劲、稚气，就不应放弃这个优势，在体制内“老成”得太快。
5199_1	leipzig	zho_news_2020_300K:146508	鸿鹄	鴻鵠	意思是：鸿鹄高飞啊，振翅千里。	意思是：鴻鵠高飛啊，振翅千里。	意思是：鸿鹄高飞啊，振翅千里。
5205_1	leipzig	zho_news_2020_300K:93085	筚路蓝缕	篳路藍縷	四十余年，筚路蓝缕，家道复兴矣。	四十餘年，篳路藍縷，家道復興矣。	四十余年，筚路蓝缕，家道复兴矣。
5211_1	leipzig	zho_wikipedia_2018_1M:611061	文牍	文牘	杨一生识字不多，文牍皆由身边人代劳。	楊一生識字不多，文牘皆由身邊人代勞。	杨一生识字不多，文牍皆由身边人代劳。
5212_1	leipzig	zho_news_2020_300K:156641	倜傥	倜儻	才子是否也倜傥风流，俊美潇洒，气度轩昂呢？	才子是否也倜儻風流，俊美瀟灑，氣度軒昂呢？	才子是否也倜傥风流，俊美潇洒，气度轩昂呢？
5213_1	authored	level-2/5213_1	傧相	儐相	傧相是一个较少见的词语。	儐相是一個較少見的詞語。	傧相是一个较少见的词语。
5215_1	leipzig	zho_wikipedia_2018_1M:667600	傩戏	儺戲	“活化石”，桃源傩戏在民间仍广为流传并保留着原始的特色。	“活化石”，桃源儺戲在民間仍廣為流傳並保留著原始的特色。	“活化石”，桃源傩戏在民间仍广为流传并保留着原始的特色。
5221_1	leipzig	zho_news_2020_300K:177037	下颌	下頜	曾经被判“无 期徒 刑”的颞下颌关节紊乱，就这样治疗结束了！	曾經被判“無 期徒 刑”的顳下頜關節紊亂，就這樣治療結束了！	曾经被判“无 期徒 刑”的颞下颌关节紊乱，就这样治疗结束了！
5224_1	leipzig	zho_wikipedia_2018_1M:700563	鸲鹆	鴝鵒	王导曾当众要求谢尚为此舞：“闻君能为鸲鹆舞，一座倾想，宁有此理乎？”	王導曾當眾要求謝尚為此舞：“聞君能為鴝鵒舞，一座傾想，寧有此理乎？”	王导曾当众要求谢尚为此舞：“闻君能为鸲鹆舞，一座倾想，宁有此理乎？”
5235_1	tatoeba	899095	鱿鱼	魷魚	当在餐馆里时，不能点炒鱿鱼。	當在餐館裡時，不能點炒魷魚。	当在餐馆里时，不能点炒鱿鱼。
5237_1	leipzig	zho_wikipedia_2018_1M:496464	团头鲂	團頭魴	、彭泽鲫、团头鲂、美国叉尾鲴等品种，年水产品产量达5000吨左右。	、彭澤鯽、團頭魴、美國叉尾鯝等品種，年水產品產量達5000噸左右。	、彭泽鲫、团头鲂、美国叉尾鲴等品种，年水产品产量达5000吨左右。
5238_1	leipzig	zho_wikipedia_2018_1M:983548	临颍	臨潁	，领召陵、曲阳、临颍三县，称南颍川郡。	，領召陵、曲陽、臨潁三縣，稱南潁川郡。	，领召陵、曲阳、临颍三县，称南颍川郡。
5242_1	tatoeba	13559101	飓风	颶風	居民在飓风来临前，纷纷撤离低洼地区。	居民在颶風來臨前，紛紛撤離低窪地區。	居民在颶風來臨前，紛紛撤離低窪地區。
5243_1	leipzig	zho_news_2020_300K:205026	滥觞	濫觴	滥觞于家庭与社会传统的期望正失去它们的借鉴意义。	濫觴於家庭與社會傳統的期望正失去它們的借鑑意義。	滥觞于家庭与社会传统的期望正失去它们的借鉴意义。
5246_1	authored	level-2/5246_1	脱颎而出	脫熲而出	脱颎而出是一个成语或固定说法。	脫熲而出是一個成語或固定說法。	脱颎而出是一个成语或固定说法。
5249_1	tatoeba	602908	馊主意	餿主意	亏你想到这种馊主意！	虧你想到這種餿主意！	亏你想到这种馊主意！
5250_1	tatoeba	9094081	亵渎	褻瀆	亵渎是没有受害者的犯罪。	褻瀆是沒有受害者的犯罪。	亵渎是没有受害者的犯罪。
5251_1	authored	level-2/5251_1	禁脔	禁臠	禁脔是一个较少见的词语。	禁臠是一個較少見的詞語。	禁脔是一个较少见的词语。
5254_1	authored	level-2/5254_1	馋痨	饞癆	馋痨是一个较少见的词语。	饞癆是一個較少見的詞語。	馋痨是一个较少见的词语。
5258_1	leipzig	zho_news_2020_300K:271982	癫痫	癲癇	这两年，姚德芬还要面对的病痛就是，因过去脑瘤手术遗留下的癫痫病。“	這兩年，姚德芬還要面對的病痛就是，因過去腦瘤手術遺留下的癲癇病。“	这两年，姚德芬还要面对的病痛就是，因过去脑瘤手术遗留下的癫痫病。“
5260_1	authored	level-2/5260_1	赓即	賡即	赓即是一个较少见的词语。	賡即是一個較少見的詞語。	赓即是一个较少见的词语。
5264_1	leipzig	zho_news_2020_300K:79850	下颏	下頦	双耳长且略向下垂，下颏圆而略向前突。	雙耳長且略向下垂，下頦圓而略向前突。	双耳长且略向下垂，下颏圆而略向前突。
5265_1	leipzig	zho_wikipedia_2018_1M:822873	白鹇	白鷳	自然保护区内栖息着蜂猴、长尾花叶 猴、水鹿、豹子、绿孔雀、金丝猴、白鹇、蟒蛇、麂子等珍贵动物。	自然保護區內棲息著蜂猴、長尾花葉 猴、水鹿、豹子、綠孔雀、金絲猴、白鷳、蟒蛇、麂子等珍貴動物。	自然保护区内栖息着蜂猴、长尾花叶 猴、水鹿、豹子、绿孔雀、金丝猴、白鹇、蟒蛇、麂子等珍贵动物。
5266_1	tatoeba	1616581	阑尾炎	闌尾炎	我弟弟可能得了急性阑尾炎，要是这样他必须做个手术。	我弟弟可能得了急性闌尾炎，要是這樣他必須做個手術。	我弟弟可能得了急性闌尾炎，要是這樣他必須做個手術。
5267_1	authored	level-2/5267_1	阒寂	闃寂	阒寂是一个描写性质或状态的词。	闃寂是一個描寫性質或狀態的詞。	阒寂是一个描写性质或状态的词。
5268_1	authored	level-2/5268_1	一阕	一闋	一阕是一个较少见的词语。	一闋是一個較少見的詞語。	一阕是一个较少见的词语。
5276_1	leipzig	zho_wikipedia_2018_1M:795222	鹈鹕	鵜鶘	美國馬里蘭州切薩皮克灣鹈鹕與其幼鳥。	美國馬裡蘭州切薩皮克灣鵜鶘與其幼鳥。	美國馬里蘭州切薩皮克灣鹈鹕與其幼鳥。
5296_1	leipzig	zho_wikipedia_2018_1M:250703	昏愦	昏憒	功罪不分昏愦甚，从知灵帝本无灵！	功罪不分昏憒甚，從知靈帝本無靈！	功罪不分昏愦甚，从知灵帝本无灵！
5301_1	leipzig	zho_news_2020_300K:176424	帝喾	帝嚳	更正：因笔误，五帝中“帝善”应为“帝喾”。	更正：因筆誤，五帝中“帝善”應為“帝嚳”。	更正：因笔误，五帝中“帝善”应为“帝喾”。
5303_1	authored	level-2/5303_1	望谟	望謨	望谟是一个地名。	望謨是一個地名。	望谟是一个地名。
5305_1	authored	level-2/5305_1	褡裢	褡褳	褡裢是一种器物。	褡褳是一種器物。	褡裢是一种器物。
5307_1	authored	level-2/5307_1	褶裥	褶襇	褶裥是一个较少见的词语。	褶襇是一個較少見的詞語。	褶裥是一个较少见的词语。
5310_1	authored	level-2/5310_1	谠言嘉论	讜言嘉論	谠言嘉论是一个成语或固定说法。	讜言嘉論是一個成語或固定說法。	谠言嘉论是一个成语或固定说法。
5312_1	authored	level-2/5312_1	懬谡写	懬謖寫	懬谡写是一个较少见的词语。	懬謖寫是一個較少見的詞語。	懬谡写是一个较少见的词语。
5313_1	leipzig	zho_news_2020_300K:181632	谥号	謚號	朝廷赠其为幽州都督，谥号“懿”。	朝廷贈其為幽州都督，謚號“懿”。	朝廷赠其为幽州都督，谥号“懿”。
5314_1	tatoeba	10059283	静谧	靜謐	那是一个静谧的下午。	那是一個靜謐的下午。	那是一个静谧的下午。
5319_1	leipzig	zho_wikipedia_2018_1M:290562	阴骘	陰騭	另《灵剑子·松沙记》：“学道之士，初广布阴骘，先行气攻，持内丹长生久视之法。”	另《靈劍子·松沙記》：“學道之士，初廣佈陰騭，先行氣攻，持內丹長生久視之法。”	另《灵剑子·松沙记》：“学道之士，初广布阴骘，先行气攻，持内丹长生久视之法。”
5323_1	leipzig	zho_wikipedia_2018_1M:479633	巯基	巰基	，并最终以巯基尿酸的形式排出。	，並最終以巰基尿酸的形式排出。	，并最终以巯基尿酸的形式排出。
5324_1	authored	level-2/5324_1	鸟革翚飞	鳥革翬飛	鸟革翚飞是一个成语或固定说法。	鳥革翬飛是一個成語或固定說法。	鸟革翚飞是一个成语或固定说法。
5327_1	tatoeba	5836362	好高骛远	好高騖遠	人不能好高骛远。	人不能好高騖遠。	人不能好高騖遠。
5328_1	leipzig	zho_wikipedia_2018_1M:978802	缂丝	緙絲	靠北摆放的屏风上，原来有一幅高10米（三丈）、宽3米（一丈）的巨幅缂丝缎绣佛挂像，	靠北擺放的屏風上，原來有一幅高10米（三丈）、寬3米（一丈）的巨幅緙絲緞繡佛掛像，	靠北摆放的屏风上，原来有一幅高10米（三丈）、宽3米（一丈）的巨幅缂丝缎绣佛挂像，
5329_1	authored	level-2/5329_1	缣缃黄卷	縑緗黃卷	缣缃黄卷是一个成语或固定说法。	縑緗黃卷是一個成語或固定說法。	缣缃黄卷是一个成语或固定说法。
5330_1	leipzig	zho_news_2020_300K:37668	缄默	緘默	他们一个个垂头丧气，缄默不语。	他們一個個垂頭喪氣，緘默不語。	他们一个个垂头丧气，缄默不语。
5332_1	authored	level-2/5332_1	钟丽缇	鍾麗緹	钟丽缇是一个人名。	鍾麗緹是一個人名。	钟丽缇是一个人名。
5333_1	leipzig	zho_news_2020_300K:226092	缥缈	縹緲	秋光寂历，烟波缥缈，桂影扶疏。	秋光寂歷，煙波縹緲，桂影扶疏。	秋光寂历，烟波缥缈，桂影扶疏。
5334_1	authored	level-2/5334_1	缌麻服	緦麻服	缌麻服是一个较少见的词语。	緦麻服是一個較少見的詞語。	缌麻服是一个较少见的词语。
5338_1	authored	level-2/5338_1	飨客	饗客	飨客表示一种动作。	饗客表示一種動作。	飨客表示一种动作。
