official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
4945	2	阇	4945_1	闍	false	阇梨	闍梨	corpus-example	leipzig:zho_wikipedia_2018_1M:281922	，受法修行直至最終成为有傳法資格的阿阇梨。	，受法修行直至最終成為有傳法資格的阿闍梨。		lexical-context
4946	2	阈	4946_1	閾	false	阈值	閾值	corpus-example	leipzig:zho_news_2020_300K:51412	但现在十几位专家表示，阈值达到50％可能就够了。	但現在十幾位專家表示，閾值達到50％可能就夠了。		lexical-context
4947	2	阉	4947_1	閹	false	阉党	閹黨	corpus-example	leipzig:zho_wikipedia_2018_1M:953668	阉党阮大铖时亦屏居金陵，谋复用。	閹黨阮大鋮時亦屏居金陵，謀複用。		lexical-context
4948	2	阊	4948_1	閶	false	金阊区	金閶區	authored-example	project-authored	金阊区是一个地名。	金閶區是一個地名。		lexical-context
4949	2	阋	4949_1	鬩	false	兄弟阋墙	兄弟鬩牆	corpus-example	leipzig:zho_wikipedia_2018_1M:202031	兄弟阋墙事堪叹，术也仇绍翻结瓒，谬算适足羞先公，强云图谶天所赞。	兄弟鬩牆事堪嘆，術也仇紹翻結瓚，謬算適足羞先公，強雲圖讖天所贊。		lexical-context
4950	2	阍	4950_1	閽	false	九阍虎豹	九閽虎豹	authored-example	project-authored	九阍虎豹是一个成语或固定说法。	九閽虎豹是一個成語或固定說法。		lexical-context
4951	2	阏	4951_1	閼	false	阏氏	閼氏	corpus-example	leipzig:zho_wikipedia_2018_1M:992326	高帝用陈平奇计，使单于阏氏，围以得开。	高帝用陳平奇計，使單于閼氏，圍以得開。		lexical-context
4952	2	羟	4952_1	羥	false	羟基	羥基	corpus-example	leipzig:zho_wikipedia_2018_1M:837217	苯环上直接连有两个羟基时叫苯二酚。	苯環上直接連有兩個羥基時叫苯二酚。		lexical-context
4953	2	粝	4953_1	糲	false	粗粝	粗糲	authored-example	project-authored	粗粝是一个描写性质或状态的词。	粗糲是一個描寫性質或狀態的詞。		lexical-context
4960	2	焖	4960_1	燜	false	焖烧锅	燜燒鍋	authored-example	project-authored	焖烧锅是一种器物。	燜燒鍋是一種器物。		lexical-context
4963	2	渍	4963_1	漬	false	血渍	血漬	corpus-example	leipzig:zho_news_2020_300K:275546	这是一张特殊的党证，上面沾满血渍，它的主人就是开国将帅中13位独臂将军之一的陈波。	這是一張特殊的黨證，上面沾滿血漬，它的主人就是開國將帥中13位獨臂將軍之一的陳波。		lexical-context
4968	2	渎	4968_1	瀆	false	亵渎	褻瀆	corpus-example	tatoeba:9094081	亵渎是没有受害者的犯罪。	褻瀆是沒有受害者的犯罪。		lexical-context
4974	2	渑	4974_1	澠	false	渑池	澠池	corpus-example	leipzig:zho_wikipedia_2018_1M:70892	，世称月川先生，明代著名理学家，渑池人。	，世稱月川先生，明代著名理學家，澠池人。		lexical-context
4983	2	惬	4983_1	愜	false	惬意	愜意	corpus-example	tatoeba:1941668	没有比泡热水澡更惬意的事了。	沒有比泡熱水澡更愜意的事了。		lexical-context
4992	2	惮	4992_1	憚	false	肆无忌惮	肆無忌憚	corpus-example	leipzig:zho_news_2020_300K:101542	在屋子里吃烧烤，能吃出自由惬意肆无忌惮不？	在屋子裡吃燒烤，能吃出自由愜意肆無忌憚不？		lexical-context
4994	2	谌	4994_1	諶	false	谌家矶	諶家磯	corpus-example	leipzig:zho_news_2020_300K:90138	听转图的四唯街道干部说，那小伙子是球场街的；球场街那边说，人是谌家矶那边的。	聽轉圖的四唯街道幹部說，那小夥子是球場街的；球場街那邊說，人是諶家磯那邊的。		lexical-context
4995	2	谏	4995_1	諫	false	劝谏	勸諫	corpus-example	leipzig:zho_news_2020_300K:51659	但秦二世不听子婴的劝谏，派人杀死蒙恬和蒙毅。	但秦二世不聽子嬰的勸諫，派人殺死蒙恬和蒙毅。		lexical-context
4997	2	皲	4997_1	皸	false	皲裂	皸裂	corpus-example	leipzig:zho_wikipedia_2018_1M:316406	周围皮肤潮红或皲裂，鼻毛脱落。	周圍皮膚潮紅或皸裂，鼻毛脫落。		lexical-context
4998	2	谑	4998_1	謔	false	戏谑	戲謔	corpus-example	leipzig:zho_news_2020_300K:143120	得意的刻薄，依旧在粗暴的戏谑着正义、、、	得意的刻薄，依舊在粗暴的戲謔著正義、、、		lexical-context
4999	2	裆	4999_1	襠	false	裤裆	褲襠	corpus-example	tatoeba:344779	要尿裤裆了。	要尿褲襠了。		lexical-context
5002	2	谒	5002_1	謁	false	拜谒	拜謁	corpus-example	leipzig:zho_news_2020_300K:195284	每年的东坡诞辰日，他不仅拜谒苏轼墓，还会召集幕僚举行祭祀和诗文唱和活动以表纪念。	每年的東坡誕辰日，他不僅拜謁蘇軾墓，還會召集幕僚舉行祭祀和詩文唱和活動以表紀念。		lexical-context
5003	2	谔	5003_1	諤	false	薛定谔	薛定諤	corpus-example	leipzig:zho_news_2020_300K:218945	病毒在特朗普手上就是一只薛定谔的猫。	病毒在特朗普手上就是一隻薛定諤的貓。		lexical-context
5004	2	谕	5004_1	諭	false	谕旨	諭旨	corpus-example	leipzig:zho_news_2020_300K:66958	……冒死陈言：恳请焕汗大号，明降谕旨，宣示中外，立定共和政体。”	……冒死陳言：懇請煥汗大號，明降諭旨，宣示中外，立定共和政體。”		lexical-context
5005	2	谖	5005_1	諼	false	谖字	諼字	domain-template	metalinguistic-fallback	古文中可见谖。	古文中可見諼。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
5006	2	谗	5006_1	讒	false	谗言	讒言	corpus-example	leipzig:zho_news_2020_300K:131232	屈原虽忠事楚怀王，但却屡遭排挤，怀王死后又因顷襄工听信谗言而被流放，最终投泪罗江而死。	屈原雖忠事楚懷王，但卻屢遭排擠，懷王死後又因頃襄工聽信讒言而被流放，最終投淚羅江而死。		lexical-context
5007	2	谙	5007_1	諳	false	熟谙	熟諳	corpus-example	leipzig:zho_news_2020_300K:108063	在高等学校担任领导职务20多年，勤奋学习，刻苦钻研，熟谙学校教育工作规律，精通教育管理业务。	在高等學校擔任領導職務20多年，勤奮學習，刻苦鑽研，熟諳學校教育工作規律，精通教育管理業務。		lexical-context
5008	2	谛	5008_1	諦	false	真谛	真諦	corpus-example	leipzig:zho_news_2020_300K:276750	这样虽然平平淡淡，但却是生活的真谛。	這樣雖然平平淡淡，但卻是生活的真諦。		lexical-context
5009	2	谝	5009_1	諞	false	谝字	諞字	domain-template	metalinguistic-fallback	古文中可见谝。	古文中可見諞。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
5013	2	粜	5013_1	糶	false	出粜	出糶	authored-example	project-authored	出粜是一个较少见的词语。	出糶是一個較少見的詞語。		lexical-context
5021	2	婵	5021_1	嬋	false	婵娟	嬋娟	authored-example	project-authored	婵娟是一个较少见的词语。	嬋娟是一個較少見的詞語。		lexical-context
5027	2	绫	5027_1	綾	false	绫罗绸缎	綾羅綢緞	corpus-example	leipzig:zho_news_2020_300K:220106	皇上这天要向后妃、内侍、诸阁臣僚行赏，赏赐的物品有珍珠玉翠、绫罗绸缎等。	皇上這天要向後妃、內侍、諸閣臣僚行賞，賞賜的物品有珍珠玉翠、綾羅綢緞等。		lexical-context
5028	2	骐	5028_1	騏	false	骐麟	騏麟	authored-example	project-authored	骐麟是一个较少见的词语。	騏麟是一個較少見的詞語。		lexical-context
5029	2	绮	5029_1	綺	false	绮丽	綺麗	corpus-example	leipzig:zho_news_2020_300K:80926	古今中外，不知多少骚人墨客为漓江的绮丽风光写下了脍炙人口的优美诗文。	古今中外，不知多少騷人墨客為灕江的綺麗風光寫下了膾炙人口的優美詩文。		lexical-context
5030	2	绯	5030_1	緋	false	绯红	緋紅	corpus-example	leipzig:zho_news_2020_300K:90045	听到阿龙的山歌，早已满面绯红的阿美，又深情地回唱道：“泉水流出哗哗响，妹想那个真心郎。	聽到阿龍的山歌，早已滿面緋紅的阿美，又深情地回唱道：“泉水流出嘩嘩響，妹想那個真心郎。		lexical-context
5031	2	绱	5031_1	緔	false	绱字	緔字	curated-domain	metalinguistic-fallback	师傅正在绱鞋。	師傅正在緔鞋。	Traditional shoemaking: means stitching or attaching an upper to the sole of a shoe.	curated-domain
5032	2	骒	5032_1	騍	false	骒马	騍馬	authored-example	project-authored	骒马是一个较少见的词语。	騍馬是一個較少見的詞語。		lexical-context
5033	2	绲	5033_1	緄	false	绲边	緄邊	authored-example	project-authored	绲边表示一种动作。	緄邊表示一種動作。		lexical-context
5034	2	骓	5034_1	騅	false	项别骓	項別騅	authored-example	project-authored	项别骓是一个较少见的词语。	項別騅是一個較少見的詞語。		lexical-context
5035	2	绶	5035_1	綬	false	印绶	印綬	corpus-example	leipzig:zho_news_2020_300K:77621	即日解印绶去职，赋《归去来》。	即日解印綬去職，賦《歸去來》。		lexical-context
5036	2	绺	5036_1	綹	false	发绺	髮綹	authored-example	project-authored	发绺是一个较少见的词语。	髮綹是一個較少見的詞語。		lexical-context
5037	2	绻	5037_1	綣	false	缱绻	繾綣	corpus-example	leipzig:zho_news_2020_300K:11598	一转身，天涯海角；一回眸，婆娑缱绻。	一轉身，天涯海角；一回眸，婆娑繾綣。		lexical-context
5038	2	绾	5038_1	綰	false	绾发	綰髮	authored-example	project-authored	绾发表示一种动作。	綰髮表示一種動作。		lexical-context
5039	2	骖	5039_1	驂	false	方骖并路	方驂並路	authored-example	project-authored	方骖并路是一个成语或固定说法。	方驂並路是一個成語或固定說法。		lexical-context
5040	2	缁	5040_1	緇	false	削发披缁	削髮披緇	authored-example	project-authored	削发披缁是一个成语或固定说法。	削髮披緇是一個成語或固定說法。		lexical-context
5050	2	靓	5050_1	靚	false	靓丽	靚麗	corpus-example	leipzig:zho_news_2020_300K:117345	好一派靓丽的田野风光，令人心旷神怡。	好一派靚麗的田野風光，令人心曠神怡。		lexical-context
5057	2	辇	5057_1	輦	false	輂辇	輂輦	authored-example	project-authored	輂辇是一个较少见的词语。	輂輦是一個較少見的詞語。		lexical-context
5058	2	鼋	5058_1	黿	false	鼋鱼	黿魚	authored-example	project-authored	鼋鱼是一种动物。	黿魚是一種動物。		lexical-context
5067	2	颉	5067_1	頡	false	仓颉	倉頡	corpus-example	leipzig:zho_news_2020_300K:199980	注：“鬼神”句，相传仓颉造字时：“天雨粟、鬼夜哭”	注：“鬼神”句，相傳倉頡造字時：“天雨粟、鬼夜哭”		lexical-context
5069	2	揿	5069_1	撳	false	揿下	撳下	authored-example	project-authored	揿下表示一种动作。	撳下表示一種動作。		lexical-context
5073	2	蛰	5073_1	蟄	false	蛰伏	蟄伏	corpus-example	leipzig:zho_news_2020_300K:252853	袁不再蛰伏，接受任命，独揽大权，其与那桐的来往便愈加密切，这在《那桐日记》中颇有体现：	袁不再蟄伏，接受任命，獨攬大權，其與那桐的來往便愈加密切，這在《那桐日記》中頗有體現：		lexical-context
5074	2	塆	5074_1	壪	false	塆字	壪字	domain-template	metalinguistic-fallback	地方志中记载了塆。	地方志中記載了壪。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
5090	2	蒌	5090_1	蔞	false	冲蒌	沖蔞	authored-example	project-authored	冲蒌是一个地名。	沖蔞是一個地名。		lexical-context
5096	2	椟	5096_1	櫝	false	买椟还珠	買櫝還珠	authored-example	project-authored	买椟还珠是一个成语或固定说法。	買櫝還珠是一個成語或固定說法。		lexical-context
5098	2	椤	5098_1	欏	false	桫椤	桫欏	corpus-example	leipzig:zho_news_2020_300K:197733	江东桫椤自然保护区是县级森林生态自然保护区。	江東桫欏自然保護區是縣級森林生態自然保護區。		lexical-context
5100	2	赍	5100_1	賫	false	赍志以没	賫志以沒	authored-example	project-authored	赍志以没是一个成语或固定说法。	賫志以沒是一個成語或固定說法。		lexical-context
5106	2	鹁	5106_1	鵓	false	鹁鸽	鵓鴿	authored-example	project-authored	鹁鸽是一种鸟。	鵓鴿是一種鳥。		lexical-context
5111	2	鹂	5111_1	鸝	false	黄鹂	黃鸝	corpus-example	leipzig:zho_news_2020_300K:171747	日斜林外，黄鹂对对，杜宇声声。	日斜林外，黃鸝對對，杜宇聲聲。		lexical-context
5113	2	殚	5113_1	殫	false	殚精竭虑	殫精竭慮	corpus-example	leipzig:zho_news_2020_300K:37215	他一生为国为民，殚精竭虑，从不谋求私利。	他一生為國為民，殫精竭慮，從不謀求私利。		lexical-context
5117	2	辊	5117_1	輥	false	轧辊	軋輥	authored-example	project-authored	轧辊是一个较少见的词语。	軋輥是一個較少見的詞語。		lexical-context
5118	2	辋	5118_1	輞	false	轮辋	輪輞	authored-example	project-authored	轮辋是一个较少见的词语。	輪輞是一個較少見的詞語。		lexical-context
5119	2	椠	5119_1	槧	false	抱椠怀铅	抱槧懷鉛	authored-example	project-authored	抱椠怀铅是一个成语或固定说法。	抱槧懷鉛是一個成語或固定說法。		lexical-context
5120	2	辍	5120_1	輟	false	辍学	輟學	corpus-example	tatoeba:1561576	如果我是他的话，我是不会辍学的。	如果我是他的話，我是不會輟學的。		lexical-context
5121	2	辎	5121_1	輜	false	辎重	輜重	corpus-example	leipzig:zho_news_2020_300K:66473	内打出而外攻入，枪械辎重，损失甚钜。	內打出而外攻入，槍械輜重，損失甚鉅。		lexical-context
5124	2	睑	5124_1	瞼	false	眼睑	眼瞼	corpus-example	leipzig:zho_news_2020_300K:54715	你依然像从前面若桃花，频频低垂的眼睑，弯弯的柳叶眉。	你依然像從前面若桃花，頻頻低垂的眼瞼，彎彎的柳葉眉。		lexical-context
5137	2	跞	5137_1	躒	false	跞字	躒字	curated-domain	metalinguistic-fallback	他跞过石路。	他躒過石路。	Classical movement vocabulary: a rare verb associated with walking, stepping, or movement.	curated-domain
5142	2	蛱	5142_1	蛺	false	蛱蝶	蛺蝶	corpus-example	leipzig:zho_wikipedia_2018_1M:797008	“翻阶蛱蝶恋花情”中的三个字。	“翻階蛺蝶戀花情”中的三個字。		lexical-context
5143	2	蛲	5143_1	蟯	false	蛲虫	蟯蟲	authored-example	project-authored	蛲虫是一种动物。	蟯蟲是一種動物。		lexical-context
5145	2	蛳	5145_1	螄	false	螺蛳	螺螄	corpus-example	tatoeba:10062394	你觉得螺蛳粉臭吗？	你覺得螺螄粉臭嗎？		lexical-context
5149	2	蛴	5149_1	蠐	false	蝤蛴	蝤蠐	authored-example	project-authored	蝤蛴是一种动物。	蝤蠐是一種動物。		lexical-context
5158	2	喽	5158_1	嘍	false	哈喽	哈嘍	authored-example	project-authored	哈喽是一个较少见的词语。	哈嘍是一個較少見的詞語。		lexical-context
5163	2	嵘	5163_1	嶸	false	峥嵘	崢嶸	corpus-example	leipzig:zho_news_2020_300K:144241	忆往昔，岁月峥嵘；看今朝，风华正茂。	憶往昔，歲月崢嶸；看今朝，風華正茂。		lexical-context
5173	2	嵝	5173_1	嶁	false	嵝字	嶁字	domain-template	metalinguistic-fallback	地方志中记载了嵝。	地方志中記載了嶁。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
5177	2	赕	5177_1	賧	false	赕佛	賧佛	corpus-example	leipzig:zho_wikipedia_2018_1M:428645	孕妇忌参加赕佛或参拜佛爷，忌参加婚礼、丧葬仪式以及各种节庆祭典等。	孕婦忌參加賧佛或參拜佛爺，忌參加婚禮、喪葬儀式以及各種節慶祭典等。		lexical-context
5178	2	铻	5178_1	鋙	false	铻字	鋙字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见铻。	金屬器物或技術資料中可見鋙。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
5179	2	铼	5179_1	錸	false	铼字	錸字	element-domain	metalinguistic-fallback	实验记录中提到了铼。	實驗記錄中提到了錸。	Chemistry: rhenium, a chemical element represented by this character in Chinese technical terminology.	element-domain
5180	2	铿	5180_1	鏗	false	铿锵	鏗鏘	corpus-example	tatoeba:918007	这个孩子正在铿铿锵锵地玩著他的玩具。	這個孩子正在鏗鏗鏘鏘地玩著他的玩具。		lexical-context
5181	2	锃	5181_1	鋥	false	锃亮	鋥亮	corpus-example	tatoeba:420258	你脸蛋长得帅，头发理得锃亮，太有型了！	你臉蛋長得帥，頭髮理得鋥亮，太有型了！		lexical-context
5182	2	锂	5182_1	鋰	false	锂电池	鋰電池	corpus-example	leipzig:zho_news_2020_300K:20115	中伟新能源是一家研发、生产锂电池正极前驱体材料的企业。	中偉新能源是一家研發、生產鋰電池正極前驅體材料的企業。		lexical-context
5183	2	锆	5183_1	鋯	false	锆石	鋯石	authored-example	project-authored	锆石是一种材料或化学物质。	鋯石是一種材料或化學物質。		lexical-context
5184	2	锇	5184_1	鋨	false	锇字	鋨字	approved-manual	metalinguistic-fallback	锇是一种密度很高的金属。	鋨是一種密度很高的金屬。	Chemistry / metallurgy: osmium, an extremely dense metallic element.	approved-manual
5185	2	锉	5185_1	銼	false	锉刀	銼刀	corpus-example	leipzig:zho_news_2020_300K:45111	他领着六七个工人，带着几把锉刀、钳子，修械厂就算办起来了。	他領著六七個工人，帶著幾把銼刀、鉗子，修械廠就算辦起來了。		lexical-context
5186	2	锏	5186_1	鐧	false	撒手锏	撒手鐧	corpus-example	leipzig:zho_news_2020_300K:251701	蛇有个“撒手锏”，就是绞杀，将猎物缠住、收紧，使其窒息而死。	蛇有個“撒手鐧”，就是絞殺，將獵物纏住、收緊，使其窒息而死。		lexical-context
5187	2	锑	5187_1	銻	false	辉锑矿	輝銻礦	corpus-example	leipzig:zho_wikipedia_2018_1M:949272	锑的工业制法是先焙烧，再用碳在高温下还原，或者是直接用金属铁还原辉锑矿。	銻的工業製法是先焙燒，再用碳在高溫下還原，或者是直接用金屬鐵還原輝銻礦。		lexical-context
5188	2	锒	5188_1	鋃	false	锒铛入狱	鋃鐺入獄	corpus-example	tatoeba:13917209	他纵容手下横行不法，如今公司倾覆、自身锒铛入狱，恶有恶报。	他縱容手下橫行不法，如今公司傾覆、自身鋃鐺入獄，惡有惡報。		lexical-context
5189	2	锔	5189_1	鋦	false	锔子	鋦子	authored-example	project-authored	锔子是一种器物。	鋦子是一種器物。		lexical-context
5190	2	锕	5190_1	錒	false	锕系元素	錒系元素	corpus-example	leipzig:zho_wikipedia_2018_1M:436150	，它是被人们认识的第一个锕系元素。	，它是被人們認識的第一個錒系元素。		lexical-context
5196	2	犊	5196_1	犢	false	牛犊	牛犢	corpus-example	leipzig:zho_news_2020_300K:242404	而青年干部有“初生牛犊不怕虎”的闯劲、稚气，就不应放弃这个优势，在体制内“老成”得太快。	而青年幹部有“初生牛犢不怕虎”的闖勁、稚氣，就不應放棄這個優勢，在體制內“老成”得太快。		lexical-context
5199	2	鹄	5199_1	鵠	false	鸿鹄	鴻鵠	corpus-example	leipzig:zho_news_2020_300K:146508	意思是：鸿鹄高飞啊，振翅千里。	意思是：鴻鵠高飛啊，振翅千里。		lexical-context
5205	2	筚	5205_1	篳	false	筚路蓝缕	篳路藍縷	corpus-example	leipzig:zho_news_2020_300K:93085	四十余年，筚路蓝缕，家道复兴矣。	四十餘年，篳路藍縷，家道復興矣。		lexical-context
5211	2	牍	5211_1	牘	false	文牍	文牘	corpus-example	leipzig:zho_wikipedia_2018_1M:611061	杨一生识字不多，文牍皆由身边人代劳。	楊一生識字不多，文牘皆由身邊人代勞。		lexical-context
5212	2	傥	5212_1	儻	false	倜傥	倜儻	corpus-example	leipzig:zho_news_2020_300K:156641	才子是否也倜傥风流，俊美潇洒，气度轩昂呢？	才子是否也倜儻風流，俊美瀟灑，氣度軒昂呢？		lexical-context
5213	2	傧	5213_1	儐	false	傧相	儐相	authored-example	project-authored	傧相是一个较少见的词语。	儐相是一個較少見的詞語。		lexical-context
5215	2	傩	5215_1	儺	false	傩戏	儺戲	corpus-example	leipzig:zho_wikipedia_2018_1M:667600	“活化石”，桃源傩戏在民间仍广为流传并保留着原始的特色。	“活化石”，桃源儺戲在民間仍廣為流傳並保留著原始的特色。		lexical-context
5218	2	媭	5218_1	嬃	false	媭字	嬃字	curated-domain	metalinguistic-fallback	古文中以媭称姐姐。	古文中以嬃稱姐姐。	Classical kinship vocabulary: an old term associated with an elder sister or female relative.	curated-domain
5221	2	颌	5221_1	頜	false	下颌	下頜	corpus-example	leipzig:zho_news_2020_300K:177037	曾经被判“无 期徒 刑”的颞下颌关节紊乱，就这样治疗结束了！	曾經被判“無 期徒 刑”的顳下頜關節紊亂，就這樣治療結束了！		lexical-context
5224	2	鹆	5224_1	鵒	false	鸲鹆	鴝鵒	corpus-example	leipzig:zho_wikipedia_2018_1M:700563	王导曾当众要求谢尚为此舞：“闻君能为鸲鹆舞，一座倾想，宁有此理乎？”	王導曾當眾要求謝尚為此舞：“聞君能為鴝鵒舞，一座傾想，寧有此理乎？”		lexical-context
5235	2	鱿	5235_1	魷	false	鱿鱼	魷魚	corpus-example	tatoeba:899095	当在餐馆里时，不能点炒鱿鱼。	當在餐館裡時，不能點炒魷魚。		lexical-context
5236	2	鲀	5236_1	魨	false	鲀字	魨字	domain-template	metalinguistic-fallback	图鉴中收录了鲀这种鱼。	圖鑑中收錄了魨這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
5237	2	鲂	5237_1	魴	false	团头鲂	團頭魴	corpus-example	leipzig:zho_wikipedia_2018_1M:496464	、彭泽鲫、团头鲂、美国叉尾鲴等品种，年水产品产量达5000吨左右。	、彭澤鯽、團頭魴、美國叉尾鯝等品種，年水產品產量達5000噸左右。		lexical-context
5238	2	颍	5238_1	潁	false	临颍	臨潁	corpus-example	leipzig:zho_wikipedia_2018_1M:983548	，领召陵、曲阳、临颍三县，称南颍川郡。	，領召陵、曲陽、臨潁三縣，稱南潁川郡。		lexical-context
5242	2	飓	5242_1	颶	false	飓风	颶風	corpus-example	tatoeba:13559101	居民在飓风来临前，纷纷撤离低洼地区。	居民在颶風來臨前，紛紛撤離低窪地區。		lexical-context
5243	2	觞	5243_1	觴	false	滥觞	濫觴	corpus-example	leipzig:zho_news_2020_300K:205026	滥觞于家庭与社会传统的期望正失去它们的借鉴意义。	濫觴於家庭與社會傳統的期望正失去它們的借鑑意義。		lexical-context
5246	2	颎	5246_1	熲	false	脱颎而出	脫熲而出	authored-example	project-authored	脱颎而出是一个成语或固定说法。	脫熲而出是一個成語或固定說法。		lexical-context
5248	2	馇	5248_1	餷	false	馇字	餷字	domain-template	metalinguistic-fallback	地方食谱中提到了馇。	地方食譜中提到了餷。	Traditional or regional food vocabulary: a rare character used for a dish, food, or preparation.	domain-template
5249	2	馊	5249_1	餿	false	馊主意	餿主意	corpus-example	tatoeba:602908	亏你想到这种馊主意！	虧你想到這種餿主意！		lexical-context
5250	2	亵	5250_1	褻	false	亵渎	褻瀆	corpus-example	tatoeba:9094081	亵渎是没有受害者的犯罪。	褻瀆是沒有受害者的犯罪。		lexical-context
5251	2	脔	5251_1	臠	false	禁脔	禁臠	authored-example	project-authored	禁脔是一个较少见的词语。	禁臠是一個較少見的詞語。		lexical-context
5254	2	痨	5254_1	癆	false	馋痨	饞癆	authored-example	project-authored	馋痨是一个较少见的词语。	饞癆是一個較少見的詞語。		lexical-context
5258	2	痫	5258_1	癇	false	癫痫	癲癇	corpus-example	leipzig:zho_news_2020_300K:271982	这两年，姚德芬还要面对的病痛就是，因过去脑瘤手术遗留下的癫痫病。“	這兩年，姚德芬還要面對的病痛就是，因過去腦瘤手術遺留下的癲癇病。“		lexical-context
5260	2	赓	5260_1	賡	false	赓即	賡即	authored-example	project-authored	赓即是一个较少见的词语。	賡即是一個較少見的詞語。		lexical-context
5264	2	颏	5264_1	頦	false	下颏	下頦	corpus-example	leipzig:zho_news_2020_300K:79850	双耳长且略向下垂，下颏圆而略向前突。	雙耳長且略向下垂，下頦圓而略向前突。		lexical-context
5265	2	鹇	5265_1	鷳	false	白鹇	白鷳	corpus-example	leipzig:zho_wikipedia_2018_1M:822873	自然保护区内栖息着蜂猴、长尾花叶 猴、水鹿、豹子、绿孔雀、金丝猴、白鹇、蟒蛇、麂子等珍贵动物。	自然保護區內棲息著蜂猴、長尾花葉 猴、水鹿、豹子、綠孔雀、金絲猴、白鷳、蟒蛇、麂子等珍貴動物。		lexical-context
5266	2	阑	5266_1	闌	false	阑尾炎	闌尾炎	corpus-example	tatoeba:1616581	我弟弟可能得了急性阑尾炎，要是这样他必须做个手术。	我弟弟可能得了急性闌尾炎，要是這樣他必須做個手術。		lexical-context
5267	2	阒	5267_1	闃	false	阒寂	闃寂	authored-example	project-authored	阒寂是一个描写性质或状态的词。	闃寂是一個描寫性質或狀態的詞。		lexical-context
5268	2	阕	5268_1	闋	false	一阕	一闋	authored-example	project-authored	一阕是一个较少见的词语。	一闋是一個較少見的詞語。		lexical-context
5276	2	鹈	5276_1	鵜	false	鹈鹕	鵜鶘	corpus-example	leipzig:zho_wikipedia_2018_1M:795222	美國馬里蘭州切薩皮克灣鹈鹕與其幼鳥。	美國馬裡蘭州切薩皮克灣鵜鶘與其幼鳥。		lexical-context
5296	2	愦	5296_1	憒	false	昏愦	昏憒	corpus-example	leipzig:zho_wikipedia_2018_1M:250703	功罪不分昏愦甚，从知灵帝本无灵！	功罪不分昏憒甚，從知靈帝本無靈！		lexical-context
5301	2	喾	5301_1	嚳	false	帝喾	帝嚳	corpus-example	leipzig:zho_news_2020_300K:176424	更正：因笔误，五帝中“帝善”应为“帝喾”。	更正：因筆誤，五帝中“帝善”應為“帝嚳”。		lexical-context
5303	2	谟	5303_1	謨	false	望谟	望謨	authored-example	project-authored	望谟是一个地名。	望謨是一個地名。		lexical-context
5305	2	裢	5305_1	褳	false	褡裢	褡褳	authored-example	project-authored	褡裢是一种器物。	褡褳是一種器物。		lexical-context
5307	2	裥	5307_1	襇	false	褶裥	褶襇	authored-example	project-authored	褶裥是一个较少见的词语。	褶襇是一個較少見的詞語。		lexical-context
5310	2	谠	5310_1	讜	false	谠言嘉论	讜言嘉論	authored-example	project-authored	谠言嘉论是一个成语或固定说法。	讜言嘉論是一個成語或固定說法。		lexical-context
5312	2	谡	5312_1	謖	false	懬谡写	懬謖寫	authored-example	project-authored	懬谡写是一个较少见的词语。	懬謖寫是一個較少見的詞語。		lexical-context
5313	2	谥	5313_1	謚	false	谥号	謚號	corpus-example	leipzig:zho_news_2020_300K:181632	朝廷赠其为幽州都督，谥号“懿”。	朝廷贈其為幽州都督，謚號“懿”。		lexical-context
5314	2	谧	5314_1	謐	false	静谧	靜謐	corpus-example	tatoeba:10059283	那是一个静谧的下午。	那是一個靜謐的下午。		lexical-context
5319	2	骘	5319_1	騭	false	阴骘	陰騭	corpus-example	leipzig:zho_wikipedia_2018_1M:290562	另《灵剑子·松沙记》：“学道之士，初广布阴骘，先行气攻，持内丹长生久视之法。”	另《靈劍子·松沙記》：“學道之士，初廣佈陰騭，先行氣攻，持內丹長生久視之法。”		lexical-context
5323	2	巯	5323_1	巰	false	巯基	巰基	corpus-example	leipzig:zho_wikipedia_2018_1M:479633	，并最终以巯基尿酸的形式排出。	，並最終以巰基尿酸的形式排出。		lexical-context
5324	2	翚	5324_1	翬	false	鸟革翚飞	鳥革翬飛	authored-example	project-authored	鸟革翚飞是一个成语或固定说法。	鳥革翬飛是一個成語或固定說法。		lexical-context
5327	2	骛	5327_1	騖	false	好高骛远	好高騖遠	corpus-example	tatoeba:5836362	人不能好高骛远。	人不能好高騖遠。		lexical-context
5328	2	缂	5328_1	緙	false	缂丝	緙絲	corpus-example	leipzig:zho_wikipedia_2018_1M:978802	靠北摆放的屏风上，原来有一幅高10米（三丈）、宽3米（一丈）的巨幅缂丝缎绣佛挂像，	靠北擺放的屏風上，原來有一幅高10米（三丈）、寬3米（一丈）的巨幅緙絲緞繡佛掛像，		lexical-context
