order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
1288	1116_1	贬值	貶值	biǎn zhí		to become devaluated	随着通货膨胀的发展美元贬值了。	隨著通貨膨脹的發展美元貶值了。	tatoeba	1408044	随着通货膨胀的发展美元贬值了。	CC-CEDICT	
1289	1118_1	地窖	地窖	dì jiào		cellar	地窖适合贮藏冬季蔬菜。	地窖適合貯藏冬季蔬菜。	authored			CC-CEDICT	
1290	1118_1	贮藏	貯藏	zhù cáng	zhǔ cáng	to store up	地窖适合贮藏冬季蔬菜。	地窖適合貯藏冬季蔬菜。	authored			CC-CEDICT	Taiwan MOE Concise Dictionary
1291	1119_1	图片	圖片	tú piàn		picture	这张图片让我想起了我的家人。	這張圖片讓我想起了我的家人。	tatoeba	1408095	这张图片让我想起了我的家人。	CC-CEDICT	
1292	1119_1	家人	家人	jiā rén		family member	这张图片让我想起了我的家人。	這張圖片讓我想起了我的家人。	tatoeba	1408095	这张图片让我想起了我的家人。	CC-CEDICT	
1293	1120_1	东海	東海	dōng hǎi		East China Sea	钓鱼岛位于东海。	釣魚島位於東海。	authored			CC-CEDICT	
1294	1121_0	修改	修改	xiū gǎi		to amend	我们想修改学校的规章制度。	我們想修改學校的規章制度。	tatoeba	1737909	我们想修改学校的规章制度。	CC-CEDICT	
1295	1121_0	规章	規章	guī zhāng		rule	我们想修改学校的规章制度。	我們想修改學校的規章制度。	tatoeba	1737909	我们想修改学校的规章制度。	CC-CEDICT	
1296	1121_0	制度	制度	zhì dù		system	我们想修改学校的规章制度。	我們想修改學校的規章制度。	tatoeba	1737909	我们想修改学校的规章制度。	CC-CEDICT	
1297	1121_1	迟到	遲到	chí dào		to arrive late	他为他的迟到制造了一个借口。	他為他的遲到製造了一個藉口。	tatoeba	437302	他为他的迟到制造了一个借口。	CC-CEDICT	
1298	1121_1	制造	製造	zhì zào		to manufacture	他为他的迟到制造了一个借口。	他為他的遲到製造了一個藉口。	tatoeba	437302	他为他的迟到制造了一个借口。	CC-CEDICT	
1299	1121_1	借口	藉口	jiè kǒu		to use as an excuse	他为他的迟到制造了一个借口。	他為他的遲到製造了一個藉口。	tatoeba	437302	他为他的迟到制造了一个借口。	CC-CEDICT	
1300	1129_0	官吏	官吏	guān lì		bureaucrat	官吏借机搜刮百姓的钱财。	官吏藉機搜刮百姓的錢財。	authored			CC-CEDICT	
1301	1129_0	搜刮	搜刮	sōu guā		to rake in	官吏借机搜刮百姓的钱财。	官吏藉機搜刮百姓的錢財。	authored			CC-CEDICT	
1302	1129_0	百姓	百姓	bǎi xìng		common people	官吏借机搜刮百姓的钱财。	官吏藉機搜刮百姓的錢財。	authored			CC-CEDICT	
1303	1129_0	钱财	錢財	qián cái		wealth	官吏借机搜刮百姓的钱财。	官吏藉機搜刮百姓的錢財。	authored			CC-CEDICT	
1304	1129_1	刮风	颳風	guā fēng		to be windy	今天有一点刮风。	今天有一點颳風。	tatoeba	1313753	今天有一点刮风。	CC-CEDICT	
1305	1141_1	与此同时	與此同時	yǔ cǐ tóng shí		at the same time	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	與此同時江琴分散了江楓的哥哥燕大俠的注意力。	tatoeba	8637410	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	CC-CEDICT	
1306	1141_1	分散	分散	fēn sàn		to scatter	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	與此同時江琴分散了江楓的哥哥燕大俠的注意力。	tatoeba	8637410	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	CC-CEDICT	
1307	1141_1	大侠	大俠	dà xiá		knight	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	與此同時江琴分散了江楓的哥哥燕大俠的注意力。	tatoeba	8637410	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	CC-CEDICT	
1308	1142_1	好险	好險	hǎo xiǎn		to have a close call	好险啊，还好侥幸逃过一劫。	好險啊，還好僥倖逃過一劫。	tatoeba	10042018	好险啊，还好侥幸逃过一劫。	CC-CEDICT	
1309	1142_1	还好	還好	hái hǎo		not bad	好险啊，还好侥幸逃过一劫。	好險啊，還好僥倖逃過一劫。	tatoeba	10042018	好险啊，还好侥幸逃过一劫。	CC-CEDICT	
1310	1142_1	侥幸	僥倖	jiǎo xìng		luckily	好险啊，还好侥幸逃过一劫。	好險啊，還好僥倖逃過一劫。	tatoeba	10042018	好险啊，还好侥幸逃过一劫。	CC-CEDICT	
1311	1145_1	嫌疑犯	嫌疑犯	xián yí fàn		a suspect	那嫌疑犯对侦察官撒了个谎。	那嫌疑犯對偵察官撒了個謊。	tatoeba	1223757	那嫌疑犯對偵察官撒了個謊。	CC-CEDICT	
1312	1145_1	侦察	偵察	zhēn chá		to investigate a crime	那嫌疑犯对侦察官撒了个谎。	那嫌疑犯對偵察官撒了個謊。	tatoeba	1223757	那嫌疑犯對偵察官撒了個謊。	CC-CEDICT	
1313	1147_1	两侧	兩側	liǎng cè		two sides	道路两侧种满了梧桐树。	道路兩側種滿了梧桐樹。	authored			CC-CEDICT	
1314	1147_1	梧桐	梧桐	wú tóng		wutong	道路两侧种满了梧桐树。	道路兩側種滿了梧桐樹。	authored			CC-CEDICT	
1315	1148_1	凭借	憑借	píng jiè		to rely on	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑借自己巨大的翅膀能飛得很快。	tatoeba	2085116	那只鸟凭借自己巨大的翅膀能飞得很快。	CC-CEDICT	
1316	1148_1	巨大	巨大	jù dà		huge	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑借自己巨大的翅膀能飛得很快。	tatoeba	2085116	那只鸟凭借自己巨大的翅膀能飞得很快。	CC-CEDICT	
1317	1148_1	翅膀	翅膀	chì bǎng		wing	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑借自己巨大的翅膀能飛得很快。	tatoeba	2085116	那只鸟凭借自己巨大的翅膀能飞得很快。	CC-CEDICT	
1318	1149_1	华侨	華僑	huá qiáo		overseas Chinese	许多华侨仍与故乡保持联系。	許多華僑仍與故鄉保持聯絡。	authored			CC-CEDICT	
1319	1149_1	故乡	故鄉	gù xiāng		home	许多华侨仍与故乡保持联系。	許多華僑仍與故鄉保持聯絡。	authored			CC-CEDICT	
1320	1157_1	物质	物質	wù zhì	wù zhí	matter; substance	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。	tatoeba	13952572	这种剧毒物质能直接穿透皮肤。	CC-CEDICT	Taiwan MOE Concise Dictionary
1321	1157_1	直接	直接	zhí jiē		direct	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。	tatoeba	13952572	这种剧毒物质能直接穿透皮肤。	CC-CEDICT	
1322	1157_1	穿透	穿透	chuān tòu		to penetrate	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。	tatoeba	13952572	这种剧毒物质能直接穿透皮肤。	CC-CEDICT	
1323	1157_1	皮肤	皮膚	pí fū		skin	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。	tatoeba	13952572	这种剧毒物质能直接穿透皮肤。	CC-CEDICT	
1324	1159_0	魅力	魅力	mèi lì		charm	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。	tatoeba	464955	魅力冲击视觉，美德征服心灵。	CC-CEDICT	
1325	1159_0	冲击	衝擊	chōng jī	chōng jí	to attack	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。	tatoeba	464955	魅力冲击视觉，美德征服心灵。	CC-CEDICT	Taiwan MOE Concise Dictionary
1326	1159_0	视觉	視覺	shì jué		sight	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。	tatoeba	464955	魅力冲击视觉，美德征服心灵。	CC-CEDICT	
1327	1159_0	美德	美德	měi dé		virtue	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。	tatoeba	464955	魅力冲击视觉，美德征服心灵。	CC-CEDICT	
1328	1159_0	征服	征服	zhēng fú		to conquer	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。	tatoeba	464955	魅力冲击视觉，美德征服心灵。	CC-CEDICT	
1329	1159_1	俄语	俄語	é yǔ		Russian	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。	tatoeba	13519149	俄語動詞的一個特徵是存在體的範疇。	CC-CEDICT	
1330	1159_1	动词	動詞	dòng cí		verb	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。	tatoeba	13519149	俄語動詞的一個特徵是存在體的範疇。	CC-CEDICT	
1331	1159_1	特征	特徵	tè zhēng		characteristic	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。	tatoeba	13519149	俄語動詞的一個特徵是存在體的範疇。	CC-CEDICT	
1332	1159_1	范畴	範疇	fàn chóu		category	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。	tatoeba	13519149	俄語動詞的一個特徵是存在體的範疇。	CC-CEDICT	
1333	1163_1	村庄	村莊	cūn zhuāng		village	去那个村庄的唯一途径是过河。	去那個村莊的唯一途徑是過河。	tatoeba	333396	去那个村庄的唯一途径是过河。	CC-CEDICT	
1334	1163_1	唯一	唯一	wéi yī		only	去那个村庄的唯一途径是过河。	去那個村莊的唯一途徑是過河。	tatoeba	333396	去那个村庄的唯一途径是过河。	CC-CEDICT	
1335	1163_1	途径	途徑	tú jìng		way	去那个村庄的唯一途径是过河。	去那個村莊的唯一途徑是過河。	tatoeba	333396	去那个村庄的唯一途径是过河。	CC-CEDICT	
1336	1165_0	宿舍	宿舍	sù shè		dormitory	这间宿舍住着两个美国留学生。	這間宿舍住著兩個美國留學生。	tatoeba	1567770	这间宿舍住着两个美国留学生。	CC-CEDICT	
1337	1165_0	美国	美國	měi guó		United States	这间宿舍住着两个美国留学生。	這間宿舍住著兩個美國留學生。	tatoeba	1567770	这间宿舍住着两个美国留学生。	CC-CEDICT	
1338	1165_0	留学生	留學生	liú xué shēng		student studying abroad	这间宿舍住着两个美国留学生。	這間宿舍住著兩個美國留學生。	tatoeba	1567770	这间宿舍住着两个美国留学生。	CC-CEDICT	
1339	1165_1	念旧	念舊	niàn jiù		to remember old friends	他是个念旧的人，很多东西都舍不得扔掉。	他是個念舊的人，很多東西都捨不得扔掉。	tatoeba	13939326	他是个念旧的人，很多东西都舍不得扔掉。	CC-CEDICT	
1340	1165_1	舍不得	捨不得	shě bu de	shě bù de	to hate to do sth	他是个念旧的人，很多东西都舍不得扔掉。	他是個念舊的人，很多東西都捨不得扔掉。	tatoeba	13939326	他是个念旧的人，很多东西都舍不得扔掉。	CC-CEDICT	Taiwan MOE Concise Dictionary
1341	1165_1	扔掉	扔掉	rēng diào		to throw away	他是个念旧的人，很多东西都舍不得扔掉。	他是個念舊的人，很多東西都捨不得扔掉。	tatoeba	13939326	他是个念旧的人，很多东西都舍不得扔掉。	CC-CEDICT	
1342	1173_1	寻觅	尋覓	xún mì		to look for	警方正在寻觅失踪儿童。	警方正在尋覓失蹤兒童。	authored			CC-CEDICT	
1343	1173_1	失踪	失蹤	shī zōng		to be missing	警方正在寻觅失踪儿童。	警方正在尋覓失蹤兒童。	authored			CC-CEDICT	
1344	1176_1	权势	權勢	quán shì		power	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	tatoeba	13917199	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	CC-CEDICT	
1345	1176_1	贪污	貪污	tān wū		to be corrupt	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	tatoeba	13917199	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	CC-CEDICT	
1346	1176_1	舞弊	舞弊	wǔ bì		to engage in fraud	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	tatoeba	13917199	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	CC-CEDICT	
1347	1176_1	离子	離子	lí zǐ		ion	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	tatoeba	13917199	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	CC-CEDICT	
1348	1176_1	真是	真是	zhēn shi		indeed	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	tatoeba	13917199	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	CC-CEDICT	
1349	1176_1	恶有恶报	惡有惡報	è yǒu è bào		evil has its retribution	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	tatoeba	13917199	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	CC-CEDICT	
1350	1178_1	贫困	貧困	pín kùn		impoverished	贫困让他学会了自己解决问题。	貧困讓他學會了自己解決問題。	tatoeba	343698	贫困让他学会了自己解决问题。	CC-CEDICT	
1351	1178_1	学会	學會	xué huì		to learn	贫困让他学会了自己解决问题。	貧困讓他學會了自己解決問題。	tatoeba	343698	贫困让他学会了自己解决问题。	CC-CEDICT	
1352	1183_1	得了	得了	dé le		contracted; got	我得了胃肿瘤，必须动手术切除。	我得了胃腫瘤，必須動手術切除。	tatoeba	339440	我得了胃腫瘤，必須動手術切除。	CC-CEDICT	
1353	1183_1	肿瘤	腫瘤	zhǒng liú		tumor	我得了胃肿瘤，必须动手术切除。	我得了胃腫瘤，必須動手術切除。	tatoeba	339440	我得了胃腫瘤，必須動手術切除。	CC-CEDICT	
1354	1183_1	手术	手術	shǒu shù		operation	我得了胃肿瘤，必须动手术切除。	我得了胃腫瘤，必須動手術切除。	tatoeba	339440	我得了胃腫瘤，必須動手術切除。	CC-CEDICT	
1355	1183_1	切除	切除	qiē chú		to excise	我得了胃肿瘤，必须动手术切除。	我得了胃腫瘤，必須動手術切除。	tatoeba	339440	我得了胃腫瘤，必須動手術切除。	CC-CEDICT	
1356	1187_1	肮脏	骯髒	āng zāng		dirty	没有肮脏的爱情, 也没有美丽的监狱。	沒有骯髒的愛情, 也沒有美麗的監獄。	tatoeba	772001	沒有骯髒的愛情, 也沒有美麗的監獄。	CC-CEDICT	
1357	1187_1	爱情	愛情	ài qíng		romance	没有肮脏的爱情, 也没有美丽的监狱。	沒有骯髒的愛情, 也沒有美麗的監獄。	tatoeba	772001	沒有骯髒的愛情, 也沒有美麗的監獄。	CC-CEDICT	
1358	1187_1	监狱	監獄	jiān yù		prison	没有肮脏的爱情, 也没有美丽的监狱。	沒有骯髒的愛情, 也沒有美麗的監獄。	tatoeba	772001	沒有骯髒的愛情, 也沒有美麗的監獄。	CC-CEDICT	
1359	1191_1	空气	空氣	kōng qì		air	空气污染将会威胁我们的生存。	空氣汙染將會威脅我們的生存。	tatoeba	604468	空气污染将会威胁我们的生存。	CC-CEDICT	
1360	1191_1	污染	汙染	wū rǎn		to pollute	空气污染将会威胁我们的生存。	空氣汙染將會威脅我們的生存。	tatoeba	604468	空气污染将会威胁我们的生存。	CC-CEDICT	
1361	1191_1	将会	將會	jiāng huì		will	空气污染将会威胁我们的生存。	空氣汙染將會威脅我們的生存。	tatoeba	604468	空气污染将会威胁我们的生存。	CC-CEDICT	
1362	1194_1	海域	海域	hǎi yù		sea area	这片海域生活着多种鱼类。	這片海域生活著多種魚類。	authored			CC-CEDICT	
1363	1194_1	多种	多種	duō zhǒng		many kinds of	这片海域生活着多种鱼类。	這片海域生活著多種魚類。	authored			CC-CEDICT	
1364	1199_1	恶魔	惡魔	è mó		demon	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	tatoeba	1085704	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。	CC-CEDICT	
1365	1199_1	抓住	抓住	zhuā zhù		to grab hold of	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	tatoeba	1085704	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。	CC-CEDICT	
1366	1199_1	妹妹	妹妹	mèi mei		younger sister	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	tatoeba	1085704	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。	CC-CEDICT	
1367	1199_1	狰狞	猙獰	zhēng níng		malevolent	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	tatoeba	1085704	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。	CC-CEDICT	
1368	1199_1	狂笑	狂笑	kuáng xiào		to howl with laughter	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	tatoeba	1085704	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。	CC-CEDICT	
1369	1199_1	无底	無底	wú dǐ		bottomless	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	tatoeba	1085704	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。	CC-CEDICT	
1370	1200_1	门铃	門鈴	mén líng		doorbell	门铃响的时候，我正准备出门。	門鈴響的時候，我正準備出門。	tatoeba	334798	门铃响的时候，我正准备出门。	CC-CEDICT	
1371	1200_1	准备	準備	zhǔn bèi		preparation	门铃响的时候，我正准备出门。	門鈴響的時候，我正準備出門。	tatoeba	334798	门铃响的时候，我正准备出门。	CC-CEDICT	
1372	1200_1	出门	出門	chū mén		to go out	门铃响的时候，我正准备出门。	門鈴響的時候，我正準備出門。	tatoeba	334798	门铃响的时候，我正准备出门。	CC-CEDICT	
1373	1201_1	玫瑰花	玫瑰花	méi guī huā		rose	她用玫瑰花装饰了她的房间。	她用玫瑰花裝飾了她的房間。	tatoeba	784578	她用玫瑰花装饰了她的房间。	CC-CEDICT	
1374	1201_1	装饰	裝飾	zhuāng shì		to decorate	她用玫瑰花装饰了她的房间。	她用玫瑰花裝飾了她的房間。	tatoeba	784578	她用玫瑰花装饰了她的房间。	CC-CEDICT	
1375	1201_1	房间	房間	fáng jiān		room	她用玫瑰花装饰了她的房间。	她用玫瑰花裝飾了她的房間。	tatoeba	784578	她用玫瑰花装饰了她的房间。	CC-CEDICT	
1376	1202_1	水汽	水汽	shuǐ qì		water vapor	空气中的水汽已经接近饱和。	空氣中的水汽已經接近飽和。	authored			CC-CEDICT	
1377	1202_1	接近	接近	jiē jìn		to approach	空气中的水汽已经接近饱和。	空氣中的水汽已經接近飽和。	authored			CC-CEDICT	
1378	1202_1	饱和	飽和	bǎo hé		saturated	空气中的水汽已经接近饱和。	空氣中的水汽已經接近飽和。	authored			CC-CEDICT	
1379	1203_1	农场	農場	nóng chǎng		farm	农场饲养了几百只鸡。	農場飼養了幾百只雞。	authored			CC-CEDICT	
1380	1203_1	饲养	飼養	sì yǎng		to raise	农场饲养了几百只鸡。	農場飼養了幾百只雞。	authored			CC-CEDICT	
1381	1204_1	经历	經歷	jīng lì		to experience	我们最近十年经历了很多变化。	我們最近十年經歷了很多變化。	tatoeba	754042	我们最近十年经历了很多变化。	CC-CEDICT	
1382	1204_1	变化	變化	biàn huà		to change	我们最近十年经历了很多变化。	我們最近十年經歷了很多變化。	tatoeba	754042	我们最近十年经历了很多变化。	CC-CEDICT	
1383	1207_1	庞大	龐大	páng dà		huge	这项工程需要一笔庞大的预算。	這項工程需要一筆龐大的預算。	preexisting			CC-CEDICT	
1384	1207_1	预算	預算	yù suàn		budget	这项工程需要一笔庞大的预算。	這項工程需要一筆龐大的預算。	preexisting			CC-CEDICT	
1385	1210_1	山顶	山頂	shān dǐng		hilltop	山顶上有一座古老神庙。	山頂上有一座古老神廟。	authored			CC-CEDICT	
1386	1210_1	古老	古老	gǔ lǎo		ancient	山顶上有一座古老神庙。	山頂上有一座古老神廟。	authored			CC-CEDICT	
1387	1210_1	神庙	神廟	shén miào		temple	山顶上有一座古老神庙。	山頂上有一座古老神廟。	authored			CC-CEDICT	
1388	1213_1	疟疾	瘧疾	nüè jí		malaria	疟疾是蚊子携带的一种疾病。	瘧疾是蚊子攜帶的一種疾病。	tatoeba	335901	疟疾是蚊子携带的一种疾病。	CC-CEDICT	
1389	1213_1	携带	攜帶	xié dài	xī dài	to carry	疟疾是蚊子携带的一种疾病。	瘧疾是蚊子攜帶的一種疾病。	tatoeba	335901	疟疾是蚊子携带的一种疾病。	CC-CEDICT	Taiwan MOE Concise Dictionary
1390	1213_1	疾病	疾病	jí bìng		disease	疟疾是蚊子携带的一种疾病。	瘧疾是蚊子攜帶的一種疾病。	tatoeba	335901	疟疾是蚊子携带的一种疾病。	CC-CEDICT	
1391	1216_1	液体	液體	yè tǐ		liquid	将液体中的溶剂挥发掉。留下来的，是香气成分与植物蜡组成的块。	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	tatoeba	13915683	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	CC-CEDICT	
1392	1216_1	溶剂	溶劑	róng jì		solvent	将液体中的溶剂挥发掉。留下来的，是香气成分与植物蜡组成的块。	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	tatoeba	13915683	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	CC-CEDICT	
1393	1216_1	挥发	揮發	huī fā		to volatilize	将液体中的溶剂挥发掉。留下来的，是香气成分与植物蜡组成的块。	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	tatoeba	13915683	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	CC-CEDICT	
1394	1216_1	香气	香氣	xiāng qì		fragrance	将液体中的溶剂挥发掉。留下来的，是香气成分与植物蜡组成的块。	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	tatoeba	13915683	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	CC-CEDICT	
1395	1216_1	成分	成分	chéng fèn		composition	将液体中的溶剂挥发掉。留下来的，是香气成分与植物蜡组成的块。	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	tatoeba	13915683	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。	CC-CEDICT	
1396	1220_1	死刑	死刑	sǐ xíng		death penalty	死刑在美国的很多州都被废除了。	死刑在美國的很多州都被廢除了。	tatoeba	333229	死刑在美国的很多州都被废除了。	CC-CEDICT	
1397	1220_1	废除	廢除	fèi chú		to abolish	死刑在美国的很多州都被废除了。	死刑在美國的很多州都被廢除了。	tatoeba	333229	死刑在美国的很多州都被废除了。	CC-CEDICT	
1398	1227_1	缓缓	緩緩	huǎn huǎn		slowly	工作人员缓缓升起闸门。	工作人員緩緩升起閘門。	authored			CC-CEDICT	
1399	1227_1	升起	升起	shēng qǐ		to raise	工作人员缓缓升起闸门。	工作人員緩緩升起閘門。	authored			CC-CEDICT	
1400	1227_1	闸门	閘門	zhá mén		sluice gate	工作人员缓缓升起闸门。	工作人員緩緩升起閘門。	authored			CC-CEDICT	
1401	1228_1	最好	最好	zuì hǎo		best	你们这儿生意最好，这么热闹！	你們這兒生意最好，這麼熱鬧！	tatoeba	420242	你们这儿生意最好，这么热闹！	CC-CEDICT	
1402	1228_1	热闹	熱鬧	rè nao	rè nào	bustling with noise and excitement	你们这儿生意最好，这么热闹！	你們這兒生意最好，這麼熱鬧！	tatoeba	420242	你们这儿生意最好，这么热闹！	CC-CEDICT	Taiwan MOE Concise Dictionary
1403	1229_1	郑州	鄭州	zhèng zhōu		Zhengzhou	从上海坐火车到郑州需几个小时？	從上海坐火車到鄭州需幾個小時？	tatoeba	420508	从上海坐火车到郑州需几个小时？	CC-CEDICT	
1404	1229_1	小时	小時	xiǎo shí		hour	从上海坐火车到郑州需几个小时？	從上海坐火車到鄭州需幾個小時？	tatoeba	420508	从上海坐火车到郑州需几个小时？	CC-CEDICT	
1405	1231_0	一遍	一遍	yī biàn		one time	他仔细地查了一遍自己的试卷。	他仔細地查了一遍自己的試卷。	tatoeba	1977194	他仔细地查了一遍自己的试卷。	CC-CEDICT	
1406	1231_0	试卷	試卷	shì juàn		examination paper	他仔细地查了一遍自己的试卷。	他仔細地查了一遍自己的試卷。	tatoeba	1977194	他仔细地查了一遍自己的试卷。	CC-CEDICT	
1407	1231_1	卷起	捲起	juǎn qǐ		to roll up	汤姆卷起裤管，露出鲜红的袜子。	湯姆捲起褲管，露出鮮紅的襪子。	tatoeba	13539426	湯姆捲起褲管，露出鮮紅的襪子。	CC-CEDICT	
1408	1231_1	露出	露出	lù chū	lòu chū	to expose	汤姆卷起裤管，露出鲜红的袜子。	湯姆捲起褲管，露出鮮紅的襪子。	tatoeba	13539426	湯姆捲起褲管，露出鮮紅的襪子。	CC-CEDICT	Taiwan MOE Concise Dictionary
1409	1231_1	袜子	襪子	wà zi		socks	汤姆卷起裤管，露出鲜红的袜子。	湯姆捲起褲管，露出鮮紅的襪子。	tatoeba	13539426	湯姆捲起褲管，露出鮮紅的襪子。	CC-CEDICT	
1410	1232_1	出现	出現	chū xiàn		to appear	你为什么会出现在我工作单位？	你為什麼會出現在我工作單位？	tatoeba	6082450	你为什么会出现在我工作单位？	CC-CEDICT	
1411	1232_1	单位	單位	dān wèi		unit	你为什么会出现在我工作单位？	你為什麼會出現在我工作單位？	tatoeba	6082450	你为什么会出现在我工作单位？	CC-CEDICT	
1412	1238_1	炉子	爐子	lú zi		stove	不要把脏锅碗瓢盆放在炉子上，去洗。	不要把髒鍋碗瓢盆放在爐子上，去洗。	tatoeba	13556470	不要把髒鍋碗瓢盆放在爐子上，去洗。	CC-CEDICT	
1413	1240_1	浅水	淺水	qiǎn shuǐ		shallow water	孩子们在浅水区玩耍。	孩子們在淺水區玩耍。	authored			CC-CEDICT	
1414	1240_1	玩耍	玩耍	wán shuǎ		to play	孩子们在浅水区玩耍。	孩子們在淺水區玩耍。	authored			CC-CEDICT	
1415	1254_1	雨天	雨天	yǔ tiān		rainy day	下雨天足球场变得超泥泞，鞋子一踩下去就陷进去了。	下雨天足球場變得超泥濘，鞋子一踩下去就陷進去了。	tatoeba	13589999	下雨天足球場變得超泥濘，鞋子一踩下去就陷進去了。	CC-CEDICT	
